Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
W0,64,15,500,0.28406040697686374,0.7159395930231363
W1,29,6,509,0.2285356501866186,0.7714643498133814
U17,22,30,493,0.5523218726372507,0.44767812736274926
W2,22,6,485,0.22748092296288847,0.7725190770371115
W3,68,10,481,0.27293823061264266,0.7270617693873573
U16,17,23,474,0.5616690870360905,0.43833091296390947
W4,31,10,448,0.2501348317130877,0.7498651682869123
W5,66,5,453,0.3150910303326896,0.6849089696673104
U15,16,32,442,0.5135893798007934,0.48641062019920656
W6,36,10,538,0.21436391091173057,0.7856360890882694
W7,67,5,543,0.24295355683089903,0.757046443169101
U14,16,37,532,0.5947630068695573,0.4052369931304427
W8,50,15,534,0.2787113485370738,0.7212886514629262
W9,36,6,543,0.21703366401739688,0.7829663359826031
U13,22,37,527,0.5647447326217602,0.43525526737823983
W10,29,6,499,0.22233294473208076,0.7776670552679192
W11,50,10,495,0.3315121882003089,0.6684878117996911
U10,17,30,488,0.5198609480847608,0.4801390519152392
W13,35,27,675,0.5071048485773513,0.4928951514226487
W14,83,15,627,0.1161340574098807,0.8838659425901193
W12,16,119,591,0.9411078564024891,0.05889214359751094
W16,46,15,627,0.13220210444612557,0.8677978955538744
W15,16,82,591,0.9329596718432404,0.06704032815675964
W18,23,34,699,0.6082878884226856,0.39171211157731445
W19,61,15,661,0.1109508803876047,0.8890491196123953
W17,16,85,637,0.932509923250386,0.06749007674961405
W21,78,21,865,0.16112172262207858,0.8388782773779214
W22,18,14,925,0.22437161808737593,0.7756283819126241
W20,15,97,846,0.9638488583862589,0.03615114161374111
W24,27,6,918,0.17483404236010236,0.8251659576398976
W25,63,21,882,0.2649820657935692,0.7350179342064308
W23,7,91,854,0.9536721142843797,0.0463278857156203
W26,39,20,2,0.15094176711579133,0.8490582328842087
U19,22,2,0,0.42452911644210434,0.5754708835578957
W27,15,80,85,0.9172794547844597,0.08272054521554029
W28,26,78,87,0.9052383209611652,0.09476167903883481
U18,159,16,6,0.007838737755632486,0.9921612622443675
W29,36,6,544,0.19319699862036677,0.8068030013796332
W30,59,10,540,0.3240815189559155,0.6759184810440845
U12,17,37,533,0.5453330591943301,0.45466694080566994
W31,16,10,3,0.2918015008506343,0.7081984991493657
W32,10,2,11,0.09619140625,0.90380859375
U11,13,11,0,0.6400758896120488,0.35992411038795125
W33,36,6,567,0.22680833648117493,0.7731916635188251
W34,11,10,563,0.33177146732340534,0.6682285326765947
U9,17,12,556,0.5166687307909598,0.48333126920904024
W35,16,6,4,0.22334164612090235,0.7766583538790977
W36,17,3,7,0.0234375,0.9765625
U8,10,17,0,0.7584554237100563,0.24154457628994375
W37,34,23,5,0.27919420280477936,0.7208057971952206
W38,63,4,24,0.15520444654137577,0.8447955534586242
U7,28,35,0,0.6089335323777213,0.3910664676222787
W39,27,48,22,0.3644101994104296,0.6355898005895704
W40,114,21,49,0.037765502966162656,0.9622344970338373
U6,70,28,0,0.6115864320901422,0.3884135679098578
W41,93,21,27,0.09778759260786218,0.9022124073921378
W42,26,26,94,0.08287365952032122,0.9171263404796788
U5,22,120,0,0.9918959843449041,0.008104015655095886
W43,3,13,15,0.953125,0.046875
W44,14,16,4,0.29644470289349556,0.7035552971065044
U2,14,18,0,0.717451142554637,0.28254885744536296
W45,5,3,618,0.25,0.75
U1,5,2,616,0.375,0.625
W46,5,3,6,0.25,0.75
W47,5,3,6,0.25,0.75
U0,4,11,0,0.9375,0.0625
W49,4,2,838,0.25,0.75
W48,2,6,836,0.875,0.125
W51,2,4,836,0.75,0.25
W50,5,5,833,0.34375,0.65625
W52,2,7,831,0.828125,0.171875
W53,2,3,985,0.75,0.25
W55,11,3,837,0.046875,0.953125
W56,2,2,846,0.5,0.5
W54,3,14,834,0.9765625,0.0234375
W58,9,2,837,0.09375,0.90625
W59,2,2,844,0.5,0.5
W57,3,12,834,0.953125,0.046875
W61,2,2,847,0.5,0.5
W62,12,3,837,0.0703125,0.9296875
W60,3,15,834,0.96484375,0.03515625
W64,8,5,507,0.609375,0.390625
W63,2,10,505,0.6953125,0.3046875
W66,7,4,509,0.1875,0.8125
W67,6,4,510,0.6189319127500825,0.3810680872499175
W65,5,14,502,0.8839502663593595,0.11604973364064053
W69,34,24,508,0.39049397386761264,0.6095060261323874
W70,4,3,538,0.25,0.75
W68,4,39,503,0.9023765065330969,0.09762349346690313
W71,3,14,866,0.9765625,0.0234375
W73,2,2,876,0.5,0.5
W72,3,12,866,0.953125,0.046875
W75,2,2,879,0.5,0.5
W74,3,15,866,0.96484375,0.03515625
W77,5,3,862,0.375,0.625
W76,2,7,860,0.8125,0.1875
W79,4,10,615,0.9375,0.0625
W80,18,14,601,0.2259350541388453,0.7740649458611547
W78,11,23,596,0.7881858867448326,0.2118141132551674
W82,5,3,892,0.25,0.75
W81,2,7,890,0.875,0.125
W83,2,7,890,0.8125,0.1875
W85,2,2,892,0.5,0.5
W86,2,2,892,0.5,0.5
W84,3,5,889,0.75,0.25
W87,3,14,890,0.9765625,0.0234375
W89,2,2,900,0.5,0.5
W88,3,12,890,0.953125,0.046875
W91,2,2,903,0.5,0.5
W90,3,15,890,0.96484375,0.03515625
W92,2,7,883,0.875,0.125
W93,2,7,883,0.8125,0.1875
W94,2,4,883,0.75,0.25
W95,3,14,892,0.9765625,0.0234375
W97,2,2,902,0.5,0.5
W96,3,12,892,0.953125,0.046875
W99,2,2,905,0.5,0.5
W98,3,15,892,0.96484375,0.03515625
W101,4,2,964,0.25,0.75
W100,2,6,962,0.875,0.125
W102,5,5,959,0.34375,0.65625
W103,2,7,957,0.828125,0.171875
W104,3,14,972,0.9765625,0.0234375
W106,2,2,982,0.5,0.5
W105,3,12,972,0.953125,0.046875
