Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
II3,0,10,60,0.876708984375,0.123291015625
Y_4,1,9,119,0.5,0.5
II4,0,7,19,0.8779296875,0.1220703125
Y_3,1,8,44,0.5,0.5
II5,0,3,10,0.87890625,0.12109375
Y_2,1,4,125,0.5,0.5
II6,0,1,78,0.875,0.125
Y_1,1,2,127,0.5,0.5
II155,0,24,80,0.9844017028808594,0.015598297119140625
Y_8,1,25,37,0.5,0.5
II156,0,18,62,0.9844207763671875,0.0155792236328125
Y_7,1,19,55,0.5,0.5
II157,0,16,32,0.98443603515625,0.01556396484375
Y_6,1,17,343,0.5,0.5
II158,0,12,107,0.984375,0.015625
Y_5,1,13,347,0.5,0.5
II307,0,44,208,0.9844017028808594,0.015598297119140625
Y_12,1,45,277,0.5,0.5
II308,0,34,56,0.9844207763671875,0.0155792236328125
Y_11,1,35,259,0.5,0.5
II309,0,43,68,0.98443603515625,0.01556396484375
Y_10,1,34,277,0.5,0.5
II310,0,69,178,0.984375,0.015625
Y_9,1,70,337,0.5,0.5
II459,0,22,145,0.9844017028808594,0.015598297119140625
Y_16,1,23,183,0.5,0.5
II460,0,12,15,0.9844207763671875,0.0155792236328125
Y_15,1,13,251,0.5,0.5
II461,0,11,110,0.98443603515625,0.01556396484375
Y_14,1,12,217,0.5,0.5
II462,0,27,194,0.984375,0.015625
Y_13,1,17,212,0.5,0.5
II104,1,0,78,0.125,0.875
II92,6,1,123,0.25,0.75
II50,1,6,123,0.75,0.25
II40,0,0,15,0.5,0.5
II41,9,1,119,0.5,0.5
II42,8,1,25,0.5,0.5
II43,4,1,71,0.5,0.5
II44,2,1,14,0.5,0.5
II46,10,0,60,0.123291015625,0.876708984375
II47,7,0,19,0.1220703125,0.8779296875
II256,12,0,107,0.015625,0.984375
II244,24,1,330,0.25,0.75
II202,1,24,330,0.75,0.25
II1_1,1,11,106,0.9375,0.0625
II192,11,1,106,0.0625,0.9375
II193,25,1,329,0.5,0.5
II194,19,1,79,0.5,0.5
II195,17,1,115,0.5,0.5
II196,13,1,60,0.5,0.5
II198,24,0,80,0.015598297119140625,0.9844017028808594
II199,18,0,62,0.0155792236328125,0.9844207763671875
II408,69,0,178,0.015625,0.984375
II396,72,1,347,0.25,0.75
II354,1,72,347,0.75,0.25
II1_2,1,68,286,0.9375,0.0625
II344,68,1,286,0.0625,0.9375
II345,45,1,293,0.5,0.5
II346,35,1,106,0.5,0.5
II347,34,1,286,0.5,0.5
II348,70,1,246,0.5,0.5
II350,44,0,208,0.015598297119140625,0.9844017028808594
II351,34,0,56,0.0155792236328125,0.9844207763671875
II560,27,0,194,0.015625,0.984375
II548,25,1,239,0.25,0.75
II506,1,25,239,0.75,0.25
II1_3,1,58,130,0.9375,0.0625
II496,58,1,130,0.0625,0.9375
II497,23,1,183,0.5,0.5
II498,13,1,40,0.5,0.5
II499,12,1,176,0.5,0.5
II500,17,1,252,0.5,0.5
II502,22,0,145,0.015598297119140625,0.9844017028808594
II503,12,0,15,0.0155792236328125,0.9844207763671875
II645,3,0,42,0.0625,0.9375
II611_1,0,3,42,0.9375,0.0625
II622,0,3,9,0.9375,0.0625
II613,2,1,31,0.5,0.5
II614,4,1,1,0.5,0.5
II615,8,1,44,0.5,0.5
II618,2,0,0,0.25,0.75
P_1,0,2,0,0.75,0.25
II620,9,0,0,0.0625,0.9375
P_3,0,9,0,0.9375,0.0625
II621,10,0,0,0.03125,0.96875
P_4,0,10,0,0.96875,0.03125
II708,7,0,31,0.00390625,0.99609375
II611_2,0,7,31,0.99609375,0.00390625
II682,0,7,25,0.99609375,0.00390625
II672,9,1,44,0.5,0.5
II673,13,1,24,0.5,0.5
II674,17,1,5,0.5,0.5
II675,19,1,55,0.5,0.5
II680,25,0,0,0.00390625,0.99609375
P_7,0,25,0,0.99609375,0.00390625
II681,32,0,0,0.001953125,0.998046875
P_8,0,32,0,0.998046875,0.001953125
II720,4,0,21,0.03125,0.96875
II721,0,4,21,0.96875,0.03125
II776,11,0,27,0.000244140625,0.999755859375
II611_3,0,11,27,0.999755859375,0.000244140625
II750,0,11,45,0.999755859375,0.000244140625
II740,25,1,37,0.5,0.5
II741,70,1,37,0.5,0.5
II742,34,1,9,0.5,0.5
II743,35,1,37,0.5,0.5
II748,45,0,0,0.000244140625,0.999755859375
P_11,0,45,0,0.999755859375,0.000244140625
II749,56,0,0,0.0001220703125,0.9998779296875
P_12,0,56,0,0.9998779296875,0.0001220703125
II788,8,0,30,0.001953125,0.998046875
II789,0,8,30,0.998046875,0.001953125
II808,45,1,37,0.5,0.5
II809,17,1,12,0.5,0.5
II810,12,1,37,0.5,0.5
II811,13,1,14,0.5,0.5
