Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
I12,1,9,59,0.5146484375,0.4853515625
X4,1,16,58,0.5,0.5
I13,5,5,37,0.52734375,0.47265625
X3,5,5,69,0.5,0.5
I14,5,2,50,0.453125,0.546875
X2,5,3,49,0.5,0.5
I15,0,1,50,0.5625,0.4375
X1,1,2,50,0.5,0.5
I110,5,5,28,0.5142470560967922,0.4857529439032078
X8,5,5,28,0.5,0.5
I111,5,4,75,0.5266537517309189,0.4733462482690811
X7,5,5,77,0.5,0.5
I112,4,5,43,0.45405393838882446,0.5459460616111755
X6,5,6,52,0.5,0.5
I113,5,6,51,0.5624463558197021,0.43755364418029785
X5,6,7,65,0.5,0.5
I69,0,5,42,0.875,0.125
I731,5,0,42,0.125,0.875
I732,5,5,47,0.5,0.5
I66,2,0,55,0.25,0.75
I71,0,2,55,0.75,0.25
I72,3,5,50,0.5,0.5
I881,2,1,50,0.5,0.5
I882,0,0,52,0.5,0.5
I48,0,0,60,0.5,0.5
I49,16,1,58,0.5,0.5
I50,5,5,69,0.5,0.5
I68,5,0,55,0.125,0.875
I163,14,1,53,0.24267578125,0.75732421875
I1051,1,14,53,0.75732421875,0.24267578125
I1052,6,5,45,0.5,0.5
I1821,7,6,65,0.5,0.5
I1822,9,1,58,0.4853515625,0.5146484375
I148,5,5,53,0.5,0.5
I149,6,5,52,0.5,0.5
I162,4,4,76,0.5606689453125,0.4393310546875
I161,4,4,76,0.4393310546875,0.5606689453125
I164,1,14,48,0.75732421875,0.24267578125
I212,0,0,2,0.5,0.5
I213,2,1,26,0.5,0.5
I214,3,5,22,0.5,0.5
I215,5,5,5,0.5,0.5
I216,16,1,10,0.5,0.5
I224,1,0,26,0.25,0.75
I225,0,1,26,0.75,0.25
I240,0,0,14,0.5,0.5
I241,7,6,17,0.5,0.5
I242,6,5,18,0.5,0.5
I243,5,5,18,0.5,0.5
I244,5,5,23,0.5,0.5
I251,6,0,17,0.25,0.75
I252,0,6,17,0.75,0.25
P2,0,4,0,0.875,0.125
I282,4,0,0,0.125,0.875
P3,0,9,0,0.9375,0.0625
I283,9,0,0,0.0625,0.9375
I286,0,0,4,0.5,0.5
I287,0,0,9,0.5,0.5
P6,0,15,0,0.9921875,0.0078125
I306,15,0,0,0.0078125,0.9921875
P7,0,20,0,0.99609375,0.00390625
I307,20,0,0,0.00390625,0.99609375
I310,0,0,15,0.5,0.5
I311,0,0,20,0.5,0.5
I733,0,8,42,0.9375,0.0625
I734,5,5,37,0.5625,0.4375
I73,2,5,50,0.625,0.375
I74,0,5,52,0.875,0.125
I883,0,2,50,0.75,0.25
I884,0,1,50,0.75,0.25
I1053,4,4,44,0.621337890625,0.378662109375
I1054,1,20,47,0.878662109375,0.121337890625
I1823,5,6,51,0.74267578125,0.25732421875
I1824,0,18,56,0.75732421875,0.24267578125
I1911,1,20,81,0.878662109375,0.121337890625
I21,1,15,48,0.9375,0.0625
I2091,2,7,7,0.9375,0.0625
I2052,0,7,7,0.75,0.25
P5,0,10,0,0.984375,0.015625
I2062,0,12,7,0.875,0.125
I2072,0,14,7,0.9375,0.0625
I2082,0,17,7,0.96875,0.03125
P8,0,22,0,0.998046875,0.001953125
P1,0,2,0,0.75,0.25
I2951,0,2,0,0.875,0.125
I2952,0,0,0,0.75,0.25
I3191,0,10,0,0.9921875,0.0078125
P4,0,15,0,0.96875,0.03125
I3192,0,15,0,0.984375,0.015625
I2703,0,22,0,0.9990234375,0.0009765625
I701,10,0,49,0.03125,0.96875
I64,5,1,69,0.25,0.75
I951,8,0,64,0.0625,0.9375
I165,20,1,43,0.121337890625,0.878662109375
I1671,29,0,33,0.03033447265625,0.96966552734375
I1701,24,1,79,0.0606689453125,0.9393310546875
I1881,24,0,33,0.0606689453125,0.9393310546875
I2911,9,0,0,0.03125,0.96875
I2912,4,0,0,0.0625,0.9375
I3151,20,0,0,0.001953125,0.998046875
I3152,15,0,0,0.00390625,0.99609375
I2691,0,0,0,0.59600830078125,0.40399169921875
I2692,0,10,0,0.9709692606702447,0.029030739329755306
I2702,0,0,0,0.5787057391628991,0.42129426083710086
Z,0,0,0,0.5781405968394979,0.4218594031605021
I62,16,1,48,0.46875,0.53125
I159,5,5,28,0.46966552734375,0.53033447265625
I222,5,0,21,0.125,0.875
I249,11,0,12,0.125,0.875
I290,0,0,0,0.34375,0.65625
I314,10,0,0,0.0233154296875,0.9766845703125
