Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
118,2,2,143,0.5,0.5
119,2,2,127,0.5,0.5
122,2,2,143,0.5,0.5
123,2,2,127,0.5,0.5
126,2,2,143,0.5,0.5
127,2,2,127,0.5,0.5
130,2,2,143,0.5,0.5
131,2,2,127,0.5,0.5
134,2,2,143,0.5,0.5
135,2,2,127,0.5,0.5
138,2,2,143,0.5,0.5
139,2,2,127,0.5,0.5
142,2,2,143,0.5,0.5
143,2,2,127,0.5,0.5
146,2,2,143,0.5,0.5
147,2,2,127,0.5,0.5
150,2,2,143,0.5,0.5
151,2,2,127,0.5,0.5
154,4,2,141,0.25,0.75
157,2,4,125,0.75,0.25
158,2,4,101,0.75,0.25
159,4,2,141,0.25,0.75
162,4,2,141,0.25,0.75
165,4,2,141,0.25,0.75
168,4,2,141,0.25,0.75
171,4,2,141,0.25,0.75
174,4,2,141,0.25,0.75
177,4,2,141,0.25,0.75
180,4,2,141,0.25,0.75
183,2,4,125,0.75,0.25
184,2,4,101,0.75,0.25
185,2,4,125,0.75,0.25
186,2,4,101,0.75,0.25
187,2,4,125,0.75,0.25
188,2,4,101,0.75,0.25
189,2,4,125,0.75,0.25
190,2,4,101,0.75,0.25
191,2,4,125,0.75,0.25
192,2,4,101,0.75,0.25
193,2,4,125,0.75,0.25
194,2,4,101,0.75,0.25
195,2,4,125,0.75,0.25
196,2,4,101,0.75,0.25
197,2,4,125,0.75,0.25
198,2,4,101,0.75,0.25
199,5,19,124,0.9249153137207031,0.07508468627929688
203,20,6,123,0.07508468627929688,0.9249153137207031
213,20,6,27,0.07508468627929688,0.9249153137207031
223,20,6,0,0.07508468627929688,0.9249153137207031
224,9,9,120,0.7254789648914084,0.2745210351085916
227,9,9,120,0.7254789648914084,0.2745210351085916
230,9,9,120,0.7254789648914084,0.2745210351085916
233,9,9,120,0.7254789648914084,0.2745210351085916
236,9,9,120,0.7254789648914084,0.2745210351085916
239,9,9,120,0.7254789648914084,0.2745210351085916
242,8,2,17,0.46245765686035156,0.5375423431396484
243,9,9,120,0.7254789648914084,0.2745210351085916
246,8,2,25,0.46245765686035156,0.5375423431396484
247,9,9,120,0.7254789648914084,0.2745210351085916
250,8,2,31,0.46245765686035156,0.5375423431396484
251,9,9,120,0.7254789648914084,0.2745210351085916
254,8,2,21,0.46245765686035156,0.5375423431396484
255,8,2,27,0.46245765686035156,0.5375423431396484
256,8,2,25,0.46245765686035156,0.5375423431396484
257,8,2,21,0.46245765686035156,0.5375423431396484
258,8,2,25,0.46245765686035156,0.5375423431396484
259,8,2,25,0.46245765686035156,0.5375423431396484
260,14,3,115,0.0686302587771479,0.9313697412228521
263,14,3,91,0.0686302587771479,0.9313697412228521
264,14,3,115,0.0686302587771479,0.9313697412228521
267,14,3,115,0.0686302587771479,0.9313697412228521
270,14,3,115,0.0686302587771479,0.9313697412228521
273,14,3,115,0.0686302587771479,0.9313697412228521
276,14,3,115,0.0686302587771479,0.9313697412228521
279,14,3,115,0.0686302587771479,0.9313697412228521
282,14,3,115,0.0686302587771479,0.9313697412228521
285,14,3,115,0.0686302587771479,0.9313697412228521
288,14,3,91,0.0686302587771479,0.9313697412228521
289,14,3,91,0.0686302587771479,0.9313697412228521
290,14,3,91,0.0686302587771479,0.9313697412228521
291,14,3,91,0.0686302587771479,0.9313697412228521
292,14,3,91,0.0686302587771479,0.9313697412228521
293,14,3,91,0.0686302587771479,0.9313697412228521
294,14,3,91,0.0686302587771479,0.9313697412228521
295,14,3,91,0.0686302587771479,0.9313697412228521
296,15,28,90,0.4726497959779188,0.5273502040220812
300,4,15,90,0.9313697412228521,0.0686302587771479
