Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
CNTVG3VD,0,5,15,0.7286376953125,0.2713623046875
CT2,1,6,21,0.5,0.5
CNTVG2VD,0,4,18,0.71923828125,0.28076171875
CT1,1,5,21,0.5,0.5
CNTVG1VD,0,2,16,0.736328125,0.263671875
CT0,1,3,21,0.5,0.5
ACVG4VD1,12,0,15,0.14348308448097669,0.8565169155190233
ACVQN3,11,1,14,0.5,0.5
ACVG3VD1,8,0,15,0.24320890232225367,0.7567910976777463
ACVQN2,8,1,14,0.5,0.5
ACVG2VD1,6,0,15,0.24371190781184493,0.7562880921881551
ACVQN1,7,1,14,0.5,0.5
ACVG1VD1,7,0,43,0.2441692650609184,0.7558307349390816
ACVQN0,8,1,42,0.5,0.5
MRVG4VD,4,4,27,0.48309676349163055,0.5169032365083694
MRVQN3,5,5,34,0.5,0.5
MRVG3VD,4,4,27,0.4511837959289551,0.5488162040710449
MRVQN2,5,5,34,0.5,0.5
MRVG2VD,4,4,29,0.4511837959289551,0.5488162040710449
MRVQN1,5,5,22,0.5,0.5
MRVG1VD,4,4,17,0.4511837959289551,0.5488162040710449
MRVQN0,5,5,16,0.5,0.5
AM3,3,3,37,0.52734375,0.47265625
AX3,4,4,40,0.5,0.5
AM2,3,3,35,0.52734375,0.47265625
AX2,4,4,38,0.5,0.5
AM1,3,3,20,0.52734375,0.47265625
AX1,4,4,23,0.5,0.5
AM0,3,3,32,0.52734375,0.47265625
AX0,4,4,39,0.5,0.5
READYN,7,1,42,0.125,0.875
READY,1,7,29,0.875,0.125
CT1N,5,1,29,0.5,0.5
CNTVG3VQN,6,1,6,0.5,0.5
CNTVG2VQN,5,1,9,0.5,0.5
CNTVG1VQN,3,1,31,0.5,0.5
CNTVCO0,1,3,31,0.5,0.5
CNTVCON0,3,1,27,0.5,0.5
CNTVG1VD1,7,1,20,0.125,0.875
ADDVG4VSN,7,8,20,0.5462768025370783,0.45372319746292167
S3,8,7,20,0.45372319746292167,0.5462768025370783
ADDVG4VCN,12,4,20,0.251187801361084,0.748812198638916
