Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
II3,0,10,38,0.876708984375,0.123291015625
Y_4,1,9,43,0.5,0.5
II4,0,7,20,0.8779296875,0.1220703125
Y_3,1,8,33,0.5,0.5
II5,0,3,59,0.87890625,0.12109375
Y_2,1,4,142,0.5,0.5
II6,0,1,36,0.875,0.125
Y_1,1,2,21,0.5,0.5
II155,0,26,68,0.9844017028808594,0.015598297119140625
Y_8,1,27,37,0.5,0.5
II156,0,25,96,0.9844207763671875,0.0155792236328125
Y_7,1,26,37,0.5,0.5
II157,0,30,74,0.98443603515625,0.01556396484375
Y_6,1,31,37,0.5,0.5
II158,0,21,125,0.984375,0.015625
Y_5,1,22,43,0.5,0.5
II307,0,18,90,0.9844017028808594,0.015598297119140625
Y_12,1,19,34,0.5,0.5
II308,0,11,74,0.9844207763671875,0.0155792236328125
Y_11,1,12,34,0.5,0.5
II309,0,38,221,0.98443603515625,0.01556396484375
Y_10,1,37,34,0.5,0.5
II310,0,81,207,0.984375,0.015625
Y_9,1,51,37,0.5,0.5
II459,0,18,91,0.9844017028808594,0.015598297119140625
Y_16,1,19,37,0.5,0.5
II460,0,11,41,0.9844207763671875,0.0155792236328125
Y_15,1,12,37,0.5,0.5
II461,0,20,89,0.98443603515625,0.01556396484375
Y_14,1,19,37,0.5,0.5
II462,0,36,69,0.984375,0.015625
Y_13,1,24,34,0.5,0.5
II611,0,18,96,0.9844017028808594,0.015598297119140625
Y_20,1,19,45,0.5,0.5
II612,0,11,47,0.9844207763671875,0.0155792236328125
Y_19,1,12,37,0.5,0.5
II613,0,20,114,0.98443603515625,0.01556396484375
Y_18,1,19,149,0.5,0.5
II614,0,33,116,0.984375,0.015625
Y_17,1,24,37,0.5,0.5
II763,0,22,24,0.9844017028808594,0.015598297119140625
Y_24,1,23,151,0.5,0.5
II764,0,12,71,0.9844207763671875,0.0155792236328125
Y_23,1,13,172,0.5,0.5
II765,0,11,38,0.98443603515625,0.01556396484375
Y_22,1,12,184,0.5,0.5
II766,0,33,88,0.984375,0.015625
Y_21,1,24,172,0.5,0.5
II915,0,18,104,0.9844017028808594,0.015598297119140625
Y_28,1,19,141,0.5,0.5
II916,0,11,116,0.9844207763671875,0.0155792236328125
Y_27,1,12,49,0.5,0.5
II917,0,20,99,0.98443603515625,0.01556396484375
Y_26,1,19,188,0.5,0.5
II918,0,27,81,0.984375,0.015625
Y_25,1,17,190,0.5,0.5
II1067,0,18,141,0.9844017028808594,0.015598297119140625
Y_32,1,19,178,0.5,0.5
II1068,0,11,92,0.9844207763671875,0.0155792236328125
Y_31,1,12,237,0.5,0.5
II1069,0,20,114,0.98443603515625,0.01556396484375
Y_30,1,19,189,0.5,0.5
II1070,0,33,29,0.984375,0.015625
Y_29,1,24,218,0.5,0.5
II104,1,0,36,0.125,0.875
II92,6,1,167,0.25,0.75
II50,1,6,167,0.75,0.25
II40,0,0,62,0.5,0.5
II41,9,1,164,0.5,0.5
II42,8,1,26,0.5,0.5
II43,4,1,60,0.5,0.5
II44,2,1,63,0.5,0.5
II46,10,0,38,0.123291015625,0.876708984375
II47,7,0,20,0.1220703125,0.8779296875
II256,21,0,125,0.015625,0.984375
II244,49,1,216,0.25,0.75
II202,1,49,216,0.75,0.25
II1_1,1,20,150,0.9375,0.0625
II192,20,1,150,0.0625,0.9375
II193,27,1,238,0.5,0.5
II194,26,1,144,0.5,0.5
II195,31,1,135,0.5,0.5
II196,22,1,145,0.5,0.5
II198,26,0,68,0.015598297119140625,0.9844017028808594
II199,25,0,96,0.0155792236328125,0.9844207763671875
II408,81,0,207,0.015625,0.984375
