Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
U93,73,20489,693152,0.787109375,0.212890625
D_IN_REG_0_,74,20490,866235,0.5,0.5
U118,3492,28107,742706,0.6746932332354408,0.32530676676455916
D_OUT_REG_7_,3493,28108,745910,0.5,0.5
U117,23577,31081,676578,0.6260549714544307,0.3739450285455693
D_OUT_REG_6_,23578,31082,682301,0.5,0.5
U116,19951,28159,612455,0.6260549714544307,0.3739450285455693
D_OUT_REG_5_,19952,28160,618179,0.5,0.5
U115,19952,29977,548330,0.6260549714544307,0.3739450285455693
D_OUT_REG_4_,19953,29978,553605,0.5,0.5
U114,19953,32218,484203,0.6260549714544307,0.3739450285455693
D_OUT_REG_3_,19954,32219,489779,0.5,0.5
U113,20208,37447,419820,0.6260549714544307,0.3739450285455693
D_OUT_REG_2_,20209,37448,425022,0.5,0.5
U112,20200,37140,355444,0.6260549714544307,0.3739450285455693
D_OUT_REG_1_,20201,37141,360872,0.5,0.5
U111,21633,41705,289643,0.6260549714544307,0.3739450285455693
D_OUT_REG_0_,21634,41706,878494,0.5,0.5
U110,3022,25806,178470,0.68359375,0.31640625
OLD_REG_7_,3023,25807,336777,0.5,0.5
U109,2848,28558,425972,0.68359375,0.31640625
OLD_REG_6_,2849,28559,339921,0.5,0.5
U108,2759,27782,382018,0.68359375,0.31640625
OLD_REG_5_,2760,27783,342793,0.5,0.5
U107,2695,25821,155986,0.68359375,0.31640625
OLD_REG_4_,2696,25822,345913,0.5,0.5
U106,2814,34404,157714,0.68359375,0.31640625
OLD_REG_3_,2815,34405,347641,0.5,0.5
U105,2667,29367,160843,0.68359375,0.31640625
OLD_REG_2_,2668,29368,350770,0.5,0.5
U104,2770,38745,163376,0.68359375,0.31640625
OLD_REG_1_,2771,38746,353303,0.5,0.5
U103,2772,39945,164295,0.68359375,0.31640625
OLD_REG_0_,2773,39946,354222,0.5,0.5
U102,1508,24521,856153,0.5731976622780621,0.4268023377219379
Y_REG,1509,24522,864800,0.5,0.5
U92,4842,86,416157,0.375,0.625
STATO_REG_1_,4843,87,154267,0.5,0.5
U91,22074,3012,568063,0.4675754770596541,0.5324245229403459
STATO_REG_0_,22075,3013,382119,0.5,0.5
U101,74,3138,659767,0.583586785567519,0.416413214432481
D_IN_REG_8_,75,3139,771170,0.5,0.5
U100,75,6283,731531,0.787109375,0.212890625
D_IN_REG_7_,76,6284,726025,0.5,0.5
U99,76,9416,723808,0.787109375,0.212890625
D_IN_REG_6_,77,9417,659896,0.5,0.5
U98,77,12537,650251,0.787109375,0.212890625
D_IN_REG_5_,78,12538,595322,0.5,0.5
U97,78,13474,684378,0.787109375,0.212890625
D_IN_REG_4_,79,13475,531496,0.5,0.5
U96,79,16604,588338,0.787109375,0.212890625
D_IN_REG_3_,80,16605,466993,0.5,0.5
U95,80,18537,664112,0.787109375,0.212890625
D_IN_REG_2_,81,18538,402834,0.5,0.5
U94,72,19448,466902,0.787109375,0.212890625
D_IN_REG_1_,73,19449,338391,0.5,0.5
U87,3493,3082,682539,0.75,0.25
U140,3129,21958,463547,0.4232844275284151,0.5767155724715849
U88,3129,24971,749338,0.7116422137642076,0.28835778623579245
U149,3013,22139,509106,0.75,0.25
U89,2818,44093,726720,0.8558211068821038,0.14417889311789622
U141,22139,3013,531892,0.25,0.75
U201,3154,3343,531562,0.125,0.875
U90,3154,6356,659908,0.34375,0.65625
U224,25868,147,590621,0.375,0.625
U223,3087,20490,570278,0.25,0.75
U153,12293,2068,588700,0.0025056489394046366,0.9974943510605954
U137,87,4843,416231,0.5,0.5
