Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
U247,185,533,704974480011309,0.5004844823534248,0.4995155176465752
BUF1_REG_0_,186,534,717413789789004,0.5,0.5
U246,185,533,817719782163903,0.5004844823534248,0.4995155176465752
BUF1_REG_1_,186,534,847997359947138,0.5,0.5
U245,193,532,815989370469645,0.5004844823534248,0.4995155176465752
BUF1_REG_2_,194,533,829105366543759,0.5,0.5
U244,193,532,835914887411072,0.5004844823534248,0.4995155176465752
BUF1_REG_3_,194,533,849502176803542,0.5,0.5
U243,185,532,946180987845685,0.5004844823534248,0.4995155176465752
BUF1_REG_4_,186,533,958455456343918,0.5,0.5
U242,181,532,826910944708045,0.5004844823534248,0.4995155176465752
BUF1_REG_5_,182,533,115255501201575,0.5,0.5
U241,212,532,825646703652682,0.5004844823534248,0.4995155176465752
BUF1_REG_6_,213,533,837937974536946,0.5,0.5
U240,212,532,1255782722287079,0.5004844823534248,0.4995155176465752
BUF1_REG_7_,213,533,3144201879012808,0.5,0.5
U239,193,532,829896879265897,0.5004844823534248,0.4995155176465752
BUF1_REG_8_,194,533,1314006893045569,0.5,0.5
U238,185,532,322692597466583,0.5004844823534248,0.4995155176465752
BUF1_REG_9_,186,533,331356518946707,0.5,0.5
U237,212,532,2757671024762099,0.5004844823534248,0.4995155176465752
BUF1_REG_10_,213,533,161289023241381,0.5,0.5
U236,183,532,829472449881382,0.5004844823534248,0.4995155176465752
BUF1_REG_11_,184,533,838413730755469,0.5,0.5
U235,183,532,509388001828365,0.5004844823534248,0.4995155176465752
BUF1_REG_12_,184,533,518138479024517,0.5,0.5
U234,176,532,7679619626292,0.5004844823534248,0.4995155176465752
BUF1_REG_13_,177,533,85483263144825,0.5,0.5
U233,222,532,818615810231952,0.5004844823534248,0.4995155176465752
BUF1_REG_14_,223,533,865138535733257,0.5,0.5
U232,222,532,3101004034335934,0.5004844823534248,0.4995155176465752
BUF1_REG_15_,223,533,3111694109494270,0.5,0.5
U231,224,533,727955542747243,0.5004844823534248,0.4995155176465752
BUF1_REG_16_,225,534,745303285726349,0.5,0.5
U230,221,533,863218660237454,0.5004844823534248,0.4995155176465752
BUF1_REG_17_,222,534,879506646971247,0.5,0.5
U229,221,533,861670179257391,0.5004844823534248,0.4995155176465752
BUF1_REG_18_,222,534,877559010988252,0.5,0.5
U228,221,533,537988818206160,0.5004844823534248,0.4995155176465752
BUF1_REG_19_,222,534,555182314466093,0.5,0.5
U227,224,533,98322743059571,0.5004844823534248,0.4995155176465752
BUF1_REG_20_,225,534,114306310296466,0.5,0.5
U226,223,533,100066531744166,0.5004844823534248,0.4995155176465752
BUF1_REG_21_,224,534,117985825935674,0.5,0.5
U225,224,533,1488541933084416,0.5004844823534248,0.4995155176465752
BUF1_REG_22_,225,534,1505236195019935,0.5,0.5
U224,263,533,3144214598780232,0.5004844823534248,0.4995155176465752
BUF1_REG_23_,264,534,3161518033946588,0.5,0.5
U223,221,533,1297951663587653,0.5004844823534248,0.4995155176465752
BUF1_REG_24_,222,534,1314017028683354,0.5,0.5
U222,221,533,1972014941898925,0.5004844823534248,0.4995155176465752
BUF1_REG_25_,222,534,1989071954006051,0.5,0.5
U221,221,533,145469284388437,0.5004844823534248,0.4995155176465752
BUF1_REG_26_,222,534,161912830860132,0.5,0.5
U220,221,533,844697933866170,0.5004844823534248,0.4995155176465752
BUF1_REG_27_,222,534,861789776300853,0.5,0.5
U219,221,533,530720610997115,0.5004844823534248,0.4995155176465752
BUF1_REG_28_,222,534,547290029008217,0.5,0.5
U218,221,533,68479622242384,0.5004844823534248,0.4995155176465752
BUF1_REG_29_,222,534,86112034939890,0.5,0.5
U217,221,533,848576411172535,0.5004844823534248,0.4995155176465752
BUF1_REG_30_,222,534,872518403617858,0.5,0.5
U216,170,537,1071537718333343,0.5004844823534248,0.4995155176465752
BUF1_REG_31_,171,538,812395206239004,0.5,0.5
U251,158,2240,2910458097411616,0.5004873275756836,0.4995126724243164
BUF2_REG_0_,159,2241,103588404167772,0.5,0.5
U252,158,2240,73806378093680,0.5004873275756836,0.4995126724243164
BUF2_REG_1_,159,2241,103955370571057,0.5,0.5
U253,158,2240,2407656850945834,0.5004873275756836,0.4995126724243164
BUF2_REG_2_,159,2241,103405033906141,0.5,0.5
U254,158,2240,2408059924748759,0.5004873275756836,0.4995126724243164
BUF2_REG_3_,159,2241,103955370619733,0.5,0.5
U255,158,2240,2053332431939159,0.5004873275756836,0.4995126724243164
BUF2_REG_4_,159,2241,103771881524928,0.5,0.5
U256,158,2240,299631863332115,0.5004873275756836,0.4995126724243164
BUF2_REG_5_,159,2241,103037988208877,0.5,0.5
U257,158,2240,805484130885773,0.5004873275756836,0.4995126724243164
BUF2_REG_6_,159,2241,103221445293135,0.5,0.5
U258,158,2240,4082040641667004,0.5004873275756836,0.4995126724243164
BUF2_REG_7_,159,2241,103955370681219,0.5,0.5
