Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
U219,100,100,100,0.50384521484375,0.49615478515625
O_REG_0_,100,100,100,0.5,0.5
U189,182,60,7065,0.298828125,0.701171875
STATO_REG_1_,183,61,2531,0.5,0.5
U188,70,71,9149,0.55078125,0.44921875
STATO_REG_0_,71,72,2352,0.5,0.5
U187,265,969,8137,0.597900390625,0.402099609375
MAR_REG_2_,266,970,3007,0.5,0.5
U206,217,462,7181,0.633544921875,0.366455078125
MAR_REG_1_,218,463,5953,0.5,0.5
U207,196,268,9685,0.642578125,0.357421875
MAR_REG_0_,197,269,5021,0.5,0.5
U208,92,93,5647,0.546875,0.453125
IN_R_REG_7_,93,94,5706,0.5,0.5
U209,92,93,4810,0.546875,0.453125
IN_R_REG_6_,93,94,4838,0.5,0.5
U210,92,93,5623,0.546875,0.453125
IN_R_REG_5_,93,94,5682,0.5,0.5
U211,92,93,5394,0.546875,0.453125
IN_R_REG_4_,93,94,5238,0.5,0.5
U212,92,93,5334,0.546875,0.453125
IN_R_REG_3_,93,94,5395,0.5,0.5
U213,92,93,5213,0.546875,0.453125
IN_R_REG_2_,93,94,4939,0.5,0.5
U214,92,93,5189,0.546875,0.453125
IN_R_REG_1_,93,94,5248,0.5,0.5
U215,92,93,5288,0.546875,0.453125
IN_R_REG_0_,93,94,5414,0.5,0.5
U186,246,661,1592,0.5178512450490691,0.4821487549509309
OUT_R_REG_3_,247,662,1739,0.5,0.5
U185,197,784,1592,0.5394929419476596,0.4605070580523404
OUT_R_REG_2_,198,785,1690,0.5,0.5
U184,264,557,1592,0.5178512450490691,0.4821487549509309
OUT_R_REG_1_,265,558,1735,0.5,0.5
U183,195,788,1592,0.5462631555539407,0.45373684444605933
OUT_R_REG_0_,196,789,1684,0.5,0.5
U216,100,100,100,0.50384521484375,0.49615478515625
O_REG_3_,100,100,100,0.5,0.5
U217,100,100,100,0.50384521484375,0.49615478515625
O_REG_2_,100,100,100,0.5,0.5
U218,100,100,100,0.50384521484375,0.49615478515625
O_REG_1_,100,100,100,0.5,0.5
U272,71,255,2337,0.748626917967606,0.25137308203239395
U176,71,316,2276,0.8743134589838031,0.12568654101619697
U177,71,133,9287,0.75,0.25
U178,147,668,6232,0.75,0.25
U195,1302,117,5671,0.125,0.875
U251,712,171,5617,0.125,0.875
U179,666,264,5702,0.234375,0.765625
U252,666,435,5396,0.330078125,0.669921875
U249,635,139,5692,0.125,0.875
U180,541,542,5257,0.413818359375,0.586181640625
U248,1043,111,5552,0.125,0.875
U250,1095,171,5492,0.125,0.875
U181,1043,282,5086,0.234375,0.765625
U254,1196,151,5593,0.125,0.875
U182,642,397,5012,0.330078125,0.669921875
U232,882,45,1776,0.02945778305067115,0.9705422169493289
U281,816,184,1637,0.43715672949190154,0.5628432705080985
U279,627,51,1857,0.05201139819884126,0.9479886018011587
U280,591,220,1688,0.43715672949190154,0.5628432705080985
U277,814,198,1643,0.43715672949190154,0.5628432705080985
U276,866,51,1790,0.041486377796361884,0.9585136222036381
U274,761,55,1867,0.05201139819884126,0.9479886018011587
U275,695,230,1692,0.43715672949190154,0.5628432705080985
U244,991,43,8385,0.03125,0.96875
U243,1005,248,8180,0.3828125,0.6171875
U204,130,70,9149,0.25,0.75
U240,71,0,9219,0.265625,0.734375
U223,255,61,7206,0.25,0.75
U237,72,71,7196,0.46875,0.53125
U190,61,183,2681,0.5,0.5
U191,72,71,4739,0.5,0.5
U192,463,218,5072,0.5,0.5
U193,269,197,6219,0.5,0.5
U194,970,266,5024,0.5,0.5
U196,0,0,2395,0.5,0.5
U238,1341,117,9405,0.0625,0.9375
U197,189,71,9333,0.46875,0.53125
U198,902,147,5262,0.125,0.875
U199,435,666,5396,0.669921875,0.330078125
U200,413,840,4696,0.669921875,0.330078125
U253,840,413,5141,0.330078125,0.669921875
U201,530,840,5024,0.586181640625,0.413818359375
U202,322,712,5375,0.765625,0.234375
U203,678,467,5150,0.4487953186035156,0.5512046813964844
U235,117,1302,1093,0.875,0.125
U205,1302,0,1122,0.0625,0.9375
U284,484,31,7393,0.0625,0.9375
U283,494,212,7212,0.32421875,0.67578125
U286,314,161,9740,0.265625,0.734375
U285,306,55,9846,0.125,0.875
U288,255,0,5740,0.125,0.875
U287,123,93,5647,0.375,0.625
U290,255,0,4903,0.125,0.875
U289,123,93,4810,0.375,0.625
U292,255,0,5716,0.125,0.875
U291,123,93,5623,0.375,0.625
U294,255,0,5487,0.125,0.875
U293,123,93,5394,0.375,0.625
U296,255,0,5427,0.125,0.875
U295,123,93,5334,0.375,0.625
U298,255,0,5306,0.125,0.875
U297,123,93,5213,0.375,0.625
U300,255,0,5282,0.125,0.875
U299,123,93,5189,0.375,0.625
U302,255,0,5381,0.125,0.875
U301,123,93,5288,0.375,0.625
U318,1959,0,200,0.0078125,0.9921875
U317,100,100,100,0.4921875,0.5078125
U320,1982,0,200,0.0078125,0.9921875
U319,100,100,100,0.4921875,0.5078125
U322,1847,0,200,0.0078125,0.9921875
U321,100,100,100,0.4921875,0.5078125
U324,1862,0,200,0.0078125,0.9921875
U323,100,100,100,0.4921875,0.5078125
U233,70,130,4743,0.75,0.25
U270,393,62,4811,0.2930908203125,0.7069091796875
U221,443,188,4685,0.6405372881409224,0.35946271185907763
U269,246,363,4510,0.5249449575785547,0.47505504242144525
U266,233,359,4514,0.4794771150955057,0.5205228849044943
U220,12,742,3771,0.9842912641564657,0.015708735843534233
U306,753,59,4875,0.19634795188903809,0.8036520481109619
U305,604,62,4872,0.2243976593017578,0.7756023406982422
U304,597,66,4868,0.2564544677734375,0.7435455322265625
U303,578,62,4872,0.2243976593017578,0.7756023406982422
U222,94,93,5706,0.5,0.5
U224,94,93,4838,0.5,0.5
U225,94,93,5682,0.5,0.5
U226,94,93,5238,0.5,0.5
U227,94,93,5333,0.5,0.5
U228,94,93,4939,0.5,0.5
U229,94,93,5248,0.5,0.5
U230,94,93,5414,0.5,0.5
U236,0,1302,1122,0.9375,0.0625
U231,1391,0,989,0.015625,0.984375
U234,61,255,5427,0.75,0.25
U239,71,189,9333,0.53125,0.46875
U241,147,902,8518,0.875,0.125
U242,330,53,9150,0.234375,0.765625
U245,258,183,7864,0.25,0.75
U246,314,49,7675,0.3515625,0.6484375
U247,541,181,5618,0.125,0.875
U255,712,322,5375,0.234375,0.765625
U256,594,541,4411,0.586181640625,0.413818359375
U257,651,523,4408,0.512908935546875,0.487091064453125
U314,571,86,4315,0.2435455322265625,0.7564544677734375
U313,547,84,4317,0.2069091796875,0.7930908203125
U258,240,433,4080,0.5249449575785547,0.47505504242144525
U259,467,678,5150,0.5512046813964844,0.4487953186035156
U260,679,642,4689,0.512908935546875,0.487091064453125
U316,657,80,4596,0.2435455322265625,0.7564544677734375
U315,704,74,4602,0.1650390625,0.8349609375
U261,287,311,4202,0.4835763538721949,0.5164236461278051
U262,840,530,5024,0.413818359375,0.586181640625
U263,685,517,4515,0.512908935546875,0.487091064453125
U312,556,84,4422,0.2435455322265625,0.7564544677734375
U311,758,85,4421,0.2069091796875,0.7930908203125
U264,229,357,4156,0.5249449575785547,0.47505504242144525
U265,681,840,4873,0.512908935546875,0.487091064453125
U308,758,86,4779,0.2435455322265625,0.7564544677734375
U307,546,84,4781,0.2756023406982422,0.7243976593017578
U267,653,567,4863,0.512908935546875,0.487091064453125
U268,538,642,4865,0.586181640625,0.413818359375
U310,595,78,4772,0.2069091796875,0.7930908203125
U309,563,81,4769,0.2435455322265625,0.7564544677734375
U271,1321,10,2670,0.0018307760431919284,0.9981692239568081
U273,324,47,2426,0.12568654101619692,0.8743134589838031
U278,472,419,2173,0.586181640625,0.413818359375
U282,0,1391,989,0.984375,0.015625
