Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
709,1,1,0,0.5,0.5
816,1,1,0,0.5,0.5
1042,2,3,8,0.75,0.25
1043,2,2,3,0.5,0.5
1066,1,1,0,0.5,0.5
1067,2,2,38,0.5,0.5
1080,2,2,38,0.5,0.5
1092,2,2,35,0.5,0.5
1104,2,2,34,0.5,0.5
1137,2,2,0,0.5,0.5
1138,2,2,0,0.5,0.5
1139,2,2,0,0.5,0.5
1140,2,3,0,0.75,0.25
1141,2,2,0,0.5,0.5
1142,2,2,0,0.5,0.5
1143,2,2,0,0.5,0.5
1144,2,2,0,0.5,0.5
1145,2,2,0,0.5,0.5
1146,3,2,1,0.25,0.75
1147,2,3,0,0.75,0.25
1148,2,2,2,0.5,0.5
1149,4,3,7,0.25,0.75
1150,2,4,1,0.75,0.25
1151,2,3,1,0.75,0.25
1152,2,2,0,0.5,0.5
1153,2,2,0,0.5,0.5
1154,2,2,0,0.5,0.5
1155,2,2,0,0.5,0.5
1156,2,5,190,0.9375,0.0625
1157,2,2,101,0.5,0.5
1161,1,1,14,0.5,0.5
1173,1,1,19,0.5,0.5
1185,1,1,15,0.5,0.5
1197,1,1,18,0.5,0.5
1209,1,1,7,0.5,0.5
1213,1,1,7,0.5,0.5
1216,1,1,7,0.5,0.5
1219,2,2,95,0.5,0.5
1223,1,1,14,0.5,0.5
1235,1,1,19,0.5,0.5
1247,1,1,15,0.5,0.5
1259,1,1,18,0.5,0.5
1271,1,1,165,0.5,0.5
1280,1,1,186,0.5,0.5
1292,1,1,162,0.5,0.5
1303,1,1,185,0.5,0.5
1315,1,1,161,0.5,0.5
1327,1,1,12,0.5,0.5
1339,1,1,15,0.5,0.5
1351,1,1,12,0.5,0.5
1363,1,1,15,0.5,0.5
1375,1,1,39,0.5,0.5
1378,1,1,36,0.5,0.5
1381,1,1,39,0.5,0.5
1384,1,1,36,0.5,0.5
1387,1,1,39,0.5,0.5
1390,1,1,36,0.5,0.5
1393,1,1,39,0.5,0.5
1396,1,1,36,0.5,0.5
1415,1,1,39,0.5,0.5
1418,1,1,36,0.5,0.5
1421,1,1,39,0.5,0.5
1424,1,1,36,0.5,0.5
1427,1,1,39,0.5,0.5
1430,1,1,36,0.5,0.5
1433,1,1,39,0.5,0.5
1436,1,1,36,0.5,0.5
1455,1,1,287,0.5,0.5
1462,1,1,238,0.5,0.5
1469,1,1,186,0.5,0.5
1475,2,3,15,0.75,0.25
1479,1,1,0,0.5,0.5
1482,1,1,14,0.5,0.5
1492,1,1,30,0.5,0.5
1495,1,1,31,0.5,0.5
1498,1,1,38,0.5,0.5
1501,1,1,35,0.5,0.5
1504,1,1,38,0.5,0.5
1507,1,1,35,0.5,0.5
1510,1,1,39,0.5,0.5
1513,1,1,36,0.5,0.5
1516,1,1,39,0.5,0.5
1519,1,1,36,0.5,0.5
1522,1,1,39,0.5,0.5
1525,1,1,36,0.5,0.5
1542,1,1,211,0.5,0.5
1545,1,1,208,0.5,0.5
1548,1,1,211,0.5,0.5
1551,1,1,208,0.5,0.5
1554,1,1,211,0.5,0.5
1557,1,1,208,0.5,0.5
1560,1,1,199,0.5,0.5
1563,1,1,196,0.5,0.5
1566,1,1,284,0.5,0.5
1573,1,1,225,0.5,0.5
1580,1,1,1,0.5,0.5
1583,2,3,7,0.75,0.25
1588,2,2,11,0.5,0.5
1594,1,1,183,0.5,0.5
1597,1,1,180,0.5,0.5
1600,1,1,183,0.5,0.5
1603,1,1,180,0.5,0.5
1606,1,1,183,0.5,0.5
1609,1,1,180,0.5,0.5
1612,1,1,159,0.5,0.5
1615,1,1,158,0.5,0.5
1618,1,1,165,0.5,0.5
1621,1,1,162,0.5,0.5
1624,1,1,165,0.5,0.5
1627,1,1,162,0.5,0.5
1630,1,1,167,0.5,0.5
1633,1,1,31,0.5,0.5
1636,1,1,189,0.5,0.5
1639,1,1,186,0.5,0.5
1642,1,1,189,0.5,0.5
1645,1,1,186,0.5,0.5
1648,1,1,189,0.5,0.5
1651,1,1,186,0.5,0.5
1654,1,1,211,0.5,0.5
1657,1,1,208,0.5,0.5
1660,2,2,222,0.5,0.5
1663,1,1,188,0.5,0.5
1675,1,1,164,0.5,0.5
1685,1,1,189,0.5,0.5
1697,1,1,12,0.5,0.5
1709,1,1,17,0.5,0.5
1721,1,1,44,0.5,0.5
1727,1,1,113,0.5,0.5
1731,1,1,12,0.5,0.5
1743,1,1,17,0.5,0.5
1755,2,2,19,0.5,0.5
1758,2,2,15,0.5,0.5
1761,1,1,39,0.5,0.5
1769,1,1,39,0.5,0.5
