Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
G90,0,4,18,0.9270050544178137,0.07299494558218633
G38,1,5,29,0.5,0.5
G93,0,5,2,0.9215171591682424,0.0784828408317576
G39,1,6,35,0.5,0.5
G96,0,4,8,0.9239328400719484,0.07606715992805158
G40,1,5,24,0.5,0.5
G99,0,4,6,0.8700004257514224,0.1299995742485775
G41,1,5,40,0.5,0.5
G102,0,4,13,0.7889795949258882,0.2110204050741118
G42,1,5,24,0.5,0.5
G245,0,0,41,0.5,0.5
G323,0,0,23,0.5,0.5
G181,0,0,14,0.5,0.5
G256,0,0,18,0.5,0.5
G130,0,0,14,0.5,0.5
G203,0,0,39,0.5,0.5
G202,0,0,39,0.5,0.5
G112,0,0,39,0.5,0.5
G198,0,0,39,0.5,0.5
G171,0,0,26,0.5,0.5
G172,0,0,26,0.5,0.5
G168,0,0,26,0.5,0.5
G201,0,0,34,0.5,0.5
G267,0,0,34,0.5,0.5
G317,5,1,14,0.5,0.5
G281,0,0,27,0.5,0.5
G313,5,1,28,0.5,0.5
G328,5,1,14,0.5,0.5
G88,0,0,22,0.5,0.5
G91,0,0,7,0.5,0.5
G94,0,0,12,0.5,0.5
G97,0,0,10,0.5,0.5
G100,0,0,17,0.5,0.5
G280,5,1,29,0.5,0.5
G318,6,1,31,0.5,0.5
I127,5,1,16,0.5,0.5
G228,1,5,16,0.5,0.5
I130,0,0,21,0.5,0.5
G229,0,0,21,0.5,0.5
I133,1,5,11,0.5,0.5
G231,5,1,11,0.5,0.5
I198,5,1,29,0.5,0.5
G247,1,5,29,0.5,0.5
G143,0,5,2,0.75,0.25
G161,0,5,15,0.75,0.25
G162,0,5,15,0.75,0.25
G163,1,10,14,0.75,0.25
G188,0,5,22,0.75,0.25
G189,0,5,22,0.75,0.25
G190,1,10,21,0.75,0.25
G195,1,10,21,0.75,0.25
G215,1,10,16,0.75,0.25
G120,1,11,7,0.875,0.125
G250,1,11,34,0.875,0.125
G118,0,11,30,0.875,0.125
G166,0,9,16,0.875,0.125
G199,0,9,23,0.875,0.125
G170,0,0,26,0.75,0.25
G169,0,0,26,0.75,0.25
G129,1,7,3,0.75,0.25
G265,0,1,28,0.75,0.25
G142,0,5,2,0.75,0.25
G279,0,5,22,0.75,0.25
G103,1,6,36,0.75,0.25
G164,1,6,21,0.75,0.25
G167,0,6,16,0.875,0.125
G191,1,6,28,0.75,0.25
G200,0,6,23,0.875,0.125
G214,0,0,17,0.75,0.25
G234,0,7,18,0.9375,0.0625
G283,4,2,22,0.75,0.25
G140,5,2,3,0.75,0.25
G141,0,3,2,0.96875,0.03125
G127,1,13,3,0.9375,0.0625
G160,0,2,15,0.875,0.125
G187,0,2,22,0.875,0.125
G193,0,1,27,0.75,0.25
G194,0,1,27,0.75,0.25
G213,0,2,17,0.875,0.125
G235,5,2,13,0.75,0.25
G249,1,8,34,0.875,0.125
G268,0,1,22,0.75,0.25
G276,0,6,22,0.875,0.125
G282,5,2,21,0.75,0.25
G117,0,7,30,0.875,0.125
G277,0,1,22,0.875,0.125
G278,1,6,21,0.75,0.25
G121,5,3,3,0.875,0.125
G128,1,7,3,0.875,0.125
G232,1,6,15,0.75,0.25
G233,0,1,16,0.75,0.25
G251,4,2,31,0.75,0.25
G252,5,2,30,0.75,0.25
G270,1,6,17,0.875,0.125
G271,0,7,16,0.984375,0.015625
G209,1,9,20,0.875,0.125
G210,0,16,9,0.984375,0.015625
G225,5,0,16,0.25,0.75
G226,4,1,15,0.625,0.375
G176,9,0,13,0.0625,0.9375
G175,5,1,12,0.53125,0.46875
G196,0,5,25,0.875,0.125
G197,0,5,25,0.984375,0.015625
G262,1,0,38,0.46875,0.53125
G263,1,11,27,0.8671875,0.1328125
G147,0,1,25,0.875,0.125
G148,1,6,20,0.9375,0.0625
G149,0,0,26,0.4375,0.5625
G150,0,7,19,0.997802734375,0.002197265625
G157,2,1,14,0.630859375,0.369140625
G158,2,2,13,0.8154296875,0.1845703125
G184,2,1,21,0.630859375,0.369140625
G185,2,2,20,0.8154296875,0.1845703125
G173,1,0,27,0.4375,0.5625
G174,0,7,17,0.9296875,0.0703125
G212,0,1,16,0.5078125,0.4921875
G211,0,8,9,0.9384765625,0.0615234375
G222,2,5,13,0.296875,0.703125
G223,0,5,13,0.6484375,0.3515625
G274,2,7,17,0.4375,0.5625
G272,0,8,16,0.859375,0.140625
G266,6,1,23,0.24609375,0.75390625
G264,6,2,22,0.623046875,0.376953125
G293,5,0,14,0.015625,0.984375
G294,0,0,14,0.5078125,0.4921875
G154,1,1,21,0.5693359375,0.4306640625
G152,1,4,18,0.9461669921875,0.0538330078125
G216,0,1,12,0.75,0.25
G217,1,2,11,0.765625,0.234375
G218,0,3,10,0.9853515625,0.0146484375
G153,2,6,24,0.5693359375,0.4306640625
G151,0,11,19,0.9461669921875,0.0538330078125
G275,1,1,26,0.544921875,0.455078125
G273,1,11,15,0.88623046875,0.11376953125
G257,0,2,19,0.651123046875,0.348876953125
G258,0,4,17,0.91278076171875,0.08721923828125
G220,2,4,9,0.6509265899658203,0.3490734100341797
G219,2,5,8,0.8254632949829102,0.17453670501708984
G260,1,7,21,0.5947761535644531,0.4052238464355469
G259,1,10,16,0.7973880767822266,0.20261192321777344
G89,1,4,18,0.8540101088356273,0.14598989116437266
G92,1,5,2,0.8430343183364848,0.1569656816635152
G95,1,4,8,0.8478656801438968,0.15213431985610315
G98,2,4,6,0.740000851502845,0.259999148497155
G101,2,4,13,0.5779591898517764,0.4220408101482236
G126,0,0,13,0.25,0.75
G124,0,0,13,0.25,0.75
G125,0,0,13,0.25,0.75
G107,2,0,19,0.125,0.875
G145,1,0,10,0.25,0.75
G243,1,0,19,0.25,0.75
G111,1,0,29,0.25,0.75
G144,1,0,10,0.25,0.75
G239,3,4,9,0.125,0.875
G287,1,0,27,0.25,0.75
G115,2,5,18,0.25,0.75
G183,3,4,11,0.125,0.875
G237,2,0,12,0.125,0.875
G246,1,0,34,0.25,0.75
G113,0,0,39,0.0625,0.9375
G132,1,0,12,0.0625,0.9375
G133,1,0,12,0.0625,0.9375
G182,2,0,15,0.0625,0.9375
G238,2,0,13,0.0625,0.9375
G241,5,0,13,0.25,0.75
G136,0,0,12,0.25,0.75
G116,6,1,22,0.25,0.75
G286,6,1,26,0.25,0.75
G108,5,0,19,0.25,0.75
G109,5,0,29,0.125,0.875
G240,10,0,13,0.125,0.875
G242,6,1,18,0.25,0.75
G244,5,0,19,0.25,0.75
G110,6,1,28,0.25,0.75
G134,6,1,11,0.25,0.75
G135,6,1,11,0.25,0.75
G114,9,0,23,0.125,0.875
G236,11,1,11,0.125,0.875
G248,6,0,34,0.25,0.75
G319,10,1,15,0.25,0.75
G321,10,1,3,0.03125,0.96875
G178,0,0,14,0.9375,0.0625
G180,1,0,13,0.46875,0.53125
G73,9,1,10,0.125,0.875
G74,0,0,19,0.875,0.125
G78,7,0,9,0.02734375,0.97265625
G284,6,1,27,0.25,0.75
G285,6,0,27,0.03125,0.96875
G59,0,1,10,0.5625,0.4375
G63,7,0,3,0.0703125,0.9296875
G105,6,0,19,0.0625,0.9375
G106,6,0,19,0.0078125,0.9921875
G304,1,10,7,0.75,0.25
G308,8,0,0,0.09375,0.90625
G316,2,5,4,0.25,0.75
G320,5,3,1,0.03125,0.96875
G50,1,6,14,0.75,0.25
G52,9,1,3,0.09375,0.90625
G137,1,7,11,0.875,0.125
G139,5,1,6,0.4375,0.5625
G253,1,7,26,0.875,0.125
G255,5,1,21,0.4375,0.5625
G204,0,0,21,0.25,0.75
G205,5,0,16,0.25,0.75
G207,5,0,16,0.015625,0.984375
G305,3,0,2,0.455078125,0.544921875
G309,5,0,0,0.11376953125,0.88623046875
G57,8,0,4,0.0625,0.9375
G58,1,1,11,0.6591796875,0.3408203125
G62,9,0,3,0.0102996826171875,0.9897003173828125
G303,1,0,11,0.5625,0.4375
G307,9,0,0,0.0703125,0.9296875
G81,5,1,29,0.28125,0.71875
G85,10,1,14,0.03515625,0.96484375
