Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
I12,5,5,55,0.5146484375,0.4853515625
X.4,5,5,55,0.5,0.5
I13,5,5,56,0.52734375,0.47265625
X.3,5,5,70,0.5,0.5
I14,5,2,68,0.453125,0.546875
X.2,5,3,67,0.5,0.5
I15,0,1,69,0.5625,0.4375
X.1,1,2,68,0.5,0.5
I110,5,5,87,0.5009727478027344,0.4990272521972656
X.8,5,5,87,0.5,0.5
I111,4,4,74,0.5019378662109375,0.4980621337890625
X.7,5,5,108,0.5,0.5
I112,5,5,40,0.49615478515625,0.50384521484375
X.6,5,5,113,0.5,0.5
I113,4,4,56,0.507568359375,0.492431640625
X.5,5,5,113,0.5,0.5
I208,5,5,92,0.5000610202550888,0.4999389797449112
X.12,5,5,92,0.5,0.5
I209,4,4,63,0.5001220107078552,0.4998779892921448
X.11,5,5,95,0.5,0.5
I210,5,5,89,0.4997560977935791,0.5002439022064209
X.10,5,5,99,0.5,0.5
I211,4,4,88,0.5004873275756836,0.4995126724243164
X.9,5,5,99,0.5,0.5
I306,5,5,35,0.500003814639058,0.49999618536094204
X.16,5,5,35,0.5,0.5
I307,5,5,90,0.5000076291617006,0.4999923708382994
X.15,5,5,90,0.5,0.5
I308,5,5,56,0.4999847421422601,0.5000152578577399
X.14,5,5,64,0.5,0.5
I309,4,4,64,0.5000305138528347,0.4999694861471653
X.13,5,5,84,0.5,0.5
I69,0,5,61,0.875,0.125
I73.1,5,0,61,0.125,0.875
I73.2,5,5,66,0.5,0.5
I66,2,0,73,0.25,0.75
I7.1,0,2,73,0.75,0.25
I7.2,3,5,68,0.5,0.5
I88.1,2,1,69,0.5,0.5
I88.2,0,0,71,0.5,0.5
I48,0,0,75,0.5,0.5
I49,5,5,54,0.5,0.5
I50,5,5,65,0.5,0.5
I68,5,0,70,0.125,0.875
I167,0,13,79,0.9921875,0.0078125
I171.1,13,0,79,0.0078125,0.9921875
I171.2,5,5,91,0.5,0.5
I164,15,0,50,0.015625,0.984375
I105.1,0,15,50,0.984375,0.015625
I105.2,5,5,40,0.5,0.5
I186.1,5,5,71,0.5,0.5
I1.2,0,11,61,0.96875,0.03125
I186.2,11,0,61,0.03125,0.96875
I146,11,0,107,0.03125,0.96875
I147,5,5,86,0.5,0.5
I148,5,5,108,0.5,0.5
I166,13,0,102,0.0078125,0.9921875
I265,0,14,68,0.99951171875,0.00048828125
I269.1,14,0,68,0.00048828125,0.99951171875
I269.2,5,5,81,0.5,0.5
I262,14,0,99,0.0009765625,0.9990234375
I203.1,0,14,99,0.9990234375,0.0009765625
I203.2,5,5,89,0.5,0.5
I284.1,5,5,103,0.5,0.5
I1.3,0,11,93,0.998046875,0.001953125
I284.2,11,0,93,0.001953125,0.998046875
I244,11,0,113,0.001953125,0.998046875
I245,5,5,91,0.5,0.5
I246,5,5,114,0.5,0.5
I264,14,0,107,0.00048828125,0.99951171875
I359,19,0,66,6.103515625e-05,0.99993896484375
I301.1,0,19,66,0.99993896484375,6.103515625e-05
I301.2,5,5,56,0.5,0.5
I378.1,5,5,84,0.5,0.5
I1.4,0,16,69,0.9998779296875,0.0001220703125
I378.2,16,0,69,0.0001220703125,0.9998779296875
I344,5,5,64,0.5,0.5
I345,5,5,64,0.5,0.5
I358,5,5,90,0.5000152587890625,0.4999847412109375
I357,5,5,90,0.4999847412109375,0.5000152587890625
I360,0,19,54,0.99993896484375,6.103515625e-05
I410,0,0,2,0.5,0.5
I411,2,1,15,0.5,0.5
I412,3,5,11,0.5,0.5
I413,5,5,5,0.5,0.5
I414,5,5,10,0.5,0.5
I422,1,0,15,0.25,0.75
I423,0,1,15,0.75,0.25
I438,0,0,14,0.5,0.5
I439,5,5,19,0.5,0.5
I440,5,5,19,0.5,0.5
I441,5,5,19,0.5,0.5
I442,5,5,24,0.5,0.5
I450,5,0,19,0.25,0.75
I451,0,5,19,0.75,0.25
I466,0,0,17,0.5,0.5
I467,5,5,22,0.5,0.5
I468,5,5,22,0.5,0.5
I469,5,5,21,0.5,0.5
I470,5,5,26,0.5,0.5
I478,5,0,22,0.25,0.75
I479,0,5,22,0.75,0.25
I494,0,0,22,0.5,0.5
I495,5,5,27,0.5,0.5
I496,5,5,27,0.5,0.5
I497,5,5,25,0.5,0.5
I498,5,5,30,0.5,0.5
I505,5,0,27,0.25,0.75
I506,0,5,27,0.75,0.25
P.2,0,4,0,0.875,0.125
I546,4,0,0,0.125,0.875
P.3,0,9,0,0.9375,0.0625
I547,9,0,0,0.0625,0.9375
I550,0,0,4,0.5,0.5
I551,0,0,9,0.5,0.5
P.6,0,13,0,0.9921875,0.0078125
I570,13,0,0,0.0078125,0.9921875
P.7,0,18,0,0.99609375,0.00390625
I571,18,0,0,0.00390625,0.99609375
I574,0,0,13,0.5,0.5
I575,0,0,18,0.5,0.5
P.10,0,16,0,0.99951171875,0.00048828125
I594,16,0,0,0.00048828125,0.99951171875
P.11,0,18,0,0.999755859375,0.000244140625
I595,18,0,0,0.000244140625,0.999755859375
I598,0,0,16,0.5,0.5
I599,0,0,18,0.5,0.5
P.14,0,21,0,0.999969482421875,3.0517578125e-05
I618,21,0,0,3.0517578125e-05,0.999969482421875
P.15,0,22,0,0.9999847412109375,1.52587890625e-05
I619,22,0,0,1.52587890625e-05,0.9999847412109375
I622,0,0,21,0.5,0.5
I623,0,0,22,0.5,0.5
I73.3,0,8,61,0.9375,0.0625
I73.4,5,5,56,0.5625,0.4375
I7.3,2,5,68,0.625,0.375
I7.4,0,5,70,0.875,0.125
I88.3,0,2,69,0.75,0.25
I88.4,0,1,69,0.75,0.25
I171.3,0,16,78,0.99609375,0.00390625
I171.4,4,4,74,0.50390625,0.49609375
I105.3,5,5,40,0.5078125,0.4921875
I105.4,0,19,45,0.9921875,0.0078125
I186.3,4,4,56,0.515625,0.484375
I186.4,0,14,60,0.984375,0.015625
I269.3,0,16,67,0.999755859375,0.000244140625
I269.4,4,4,63,0.500244140625,0.499755859375
I203.3,5,5,89,0.50048828125,0.49951171875
I203.4,0,18,94,0.99951171875,0.00048828125
I284.3,4,4,88,0.5009765625,0.4990234375
I284.4,0,13,92,0.9990234375,0.0009765625
I301.3,5,5,56,0.500030517578125,0.499969482421875
I301.4,0,23,61,0.999969482421875,3.0517578125e-05
I378.3,4,4,64,0.50006103515625,0.49993896484375
I378.4,0,18,68,0.99993896484375,6.103515625e-05
I387.1,0,23,95,0.999969482421875,3.0517578125e-05
I2.1,1,11,44,0.9375,0.0625
I2.2,2,8,76,0.9375,0.0625
I2.3,2,9,80,0.9375,0.0625
I407.1,2,9,22,0.9375,0.0625
I407.2,2,8,23,0.9375,0.0625
I408.2,1,12,14,0.99609375,0.00390625
I407.3,2,9,17,0.9375,0.0625
I408.3,1,17,5,0.999755859375,0.000244140625
I403.2,0,5,9,0.75,0.25
P.5,0,11,0,0.984375,0.015625
I404.2,0,9,9,0.875,0.125
I405.2,0,15,9,0.9375,0.0625
I406.2,0,10,9,0.96875,0.03125
P.8,0,14,0,0.998046875,0.001953125
I403.3,0,5,12,0.75,0.25
P.9,0,14,0,0.9990234375,0.0009765625
I404.3,0,9,12,0.875,0.125
I405.3,0,11,12,0.9375,0.0625
I406.3,0,12,12,0.96875,0.03125
P.12,0,17,0,0.9998779296875,0.0001220703125
I403.4,0,5,17,0.75,0.25
P.13,0,19,0,0.99993896484375,6.103515625e-05
I404.4,0,9,17,0.875,0.125
I405.4,0,10,17,0.9375,0.0625
I406.4,0,15,17,0.96875,0.03125
P.16,0,24,0,0.9999923706054688,7.62939453125e-06
P.1,0,2,0,0.75,0.25
I559.1,0,2,0,0.875,0.125
I559.2,0,0,0,0.75,0.25
I583.1,0,11,0,0.9921875,0.0078125
P.4,0,10,0,0.96875,0.03125
I583.2,0,10,0,0.984375,0.015625
I607.1,0,14,0,0.99951171875,0.00048828125
I607.2,0,14,0,0.9990234375,0.0009765625
I631.1,0,19,0,0.999969482421875,3.0517578125e-05
I631.2,0,17,0,0.99993896484375,6.103515625e-05
I534.5,0,24,0,0.9999961853027344,3.814697265625e-06
I70.1,11,0,60,0.03125,0.96875
I64,5,1,65,0.25,0.75
I95.1,8,0,60,0.0625,0.9375
I168.1,19,0,92,0.001953125,0.998046875
I162,5,2,108,0.25,0.75
I193.1,10,0,92,0.00390625,0.99609375
I266.1,20,0,97,0.0001220703125,0.9998779296875
I260,6,2,113,0.25,0.75
I291.1,15,0,97,0.000244140625,0.999755859375
I361,23,0,50,3.0517578125e-05,0.999969482421875
I363.1,27,0,40,7.62939453125e-06,0.9999923706054688
I366.1,26,0,95,1.52587890625e-05,0.9999847412109375
I384.1,21,0,40,1.52587890625e-05,0.9999847412109375
I555.1,9,0,0,0.03125,0.96875
I555.2,4,0,0,0.0625,0.9375
I579.1,18,0,0,0.001953125,0.998046875
I579.2,13,0,0,0.00390625,0.99609375
I603.1,18,0,0,0.0001220703125,0.9998779296875
I603.2,16,0,0,0.000244140625,0.999755859375
I627.1,22,0,0,7.62939453125e-06,0.9999923706054688
I627.2,21,0,0,1.52587890625e-05,0.9999847412109375
I533.1,0,0,0,0.59600830078125,0.40399169921875
I533.2,0,10,0,0.9709692606702447,0.029030739329755306
I534.2,0,0,0,0.5787057391628991,0.42129426083710086
I533.3,0,14,0,0.998169988175519,0.0018300118244809482
I534.3,0,0,0,0.577646700817336,0.42235329918266395
I533.4,0,17,0,0.9998855631565142,0.00011443684348577676
I534.4,0,0,0,0.5775805967522445,0.4224194032477555
Z,0,0,0,0.5775783934571214,0.42242160654287864
I62,5,5,55,0.46875,0.53125
I160,5,5,87,0.498046875,0.501953125
I258,5,5,92,0.4998779296875,0.5001220703125
I355,5,5,35,0.49999237060546875,0.5000076293945312
I420,5,0,10,0.125,0.875
I448,10,0,14,0.125,0.875
I476,9,0,17,0.125,0.875
I503,8,0,22,0.125,0.875
I554,0,0,0,0.34375,0.65625
I578,10,0,0,0.0233154296875,0.9766845703125
I602,14,0,0,0.0014643669128417969,0.9985356330871582
I626,17,0,0,9.155087172985077e-05,0.9999084491282701
