Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
I2,2,7,14,0.7033396413996638,0.29666035860033624
State_5,3,8,23,0.5,0.5
I3,1,7,39,0.9291685932534411,0.07083140674655886
State_4,2,7,44,0.5,0.5
I4,3,5,23,0.9084615781903267,0.09153842180967331
State_3,4,6,28,0.5,0.5
I5,3,6,19,0.8684190944498497,0.13158090555015034
State_2,4,6,40,0.5,0.5
I6,2,8,29,0.8740859193392464,0.1259140806607536
State_1,3,7,32,0.5,0.5
I7,3,6,16,0.9010643940749868,0.09893560592501316
State_0,4,7,47,0.5,0.5
I8,2,7,1,0.9424672275781631,0.05753277242183685
ActRtHS1,3,8,0,0.5,0.5
I9,6,4,1,0.8702444136579288,0.12975558634207118
ActBmHS1,5,5,0,0.5,0.5
I10,0,8,1,0.9888133556014194,0.011186644398580636
GoRtHS1,1,7,0,0.5,0.5
I11,0,12,1,0.9919042300806354,0.00809576991936456
GoBmHS1,1,13,0,0.5,0.5
I12,2,7,1,0.92333984375,0.07666015625
NewTrHS1,3,6,0,0.5,0.5
I13,0,9,1,0.9921875,0.0078125
ReRtTSHS1,1,7,0,0.5,0.5
I14,1,9,1,0.9652688540518284,0.034731145948171616
Mode0HS1,2,10,0,0.5,0.5
I15,1,6,1,0.9236506223678589,0.07634937763214111
Mode1HS1,2,6,0,0.5,0.5
I16,1,14,1,0.984375,0.015625
Mode2HS1,2,15,0,0.5,0.5
I17,0,9,1,0.9854492516111302,0.014550748388869827
NewLineHS1,1,10,0,0.5,0.5
I18,5,6,1,0.8671952151926234,0.13280478480737656
ShftORHS1,6,7,0,0.5,0.5
I19,1,8,1,0.9766845703125,0.0233154296875
ShftIRHS1,2,9,0,0.5,0.5
I20,3,6,1,0.846426590712781,0.15357340928721896
LxHInHS1,4,7,0,0.5,0.5
I21,3,6,1,0.880977859367249,0.11902214063275096
TxHInHS1,4,6,0,0.5,0.5
I22,1,8,1,0.9719740888991386,0.02802591110086139
LoadOHHS1,2,9,0,0.5,0.5
I23,0,8,1,0.9988101900394009,0.001189809960599142
LoadIHHS1,1,9,0,0.5,0.5
I24,0,0,1,0.625,0.375
SeOutAvHS1,1,1,0,0.5,0.5
I25,1,8,1,0.9493685358815713,0.05063146411842867
SeFullOHS1,2,9,0,0.5,0.5
I26,0,8,1,0.9953871392438113,0.004612860756188719
SeFullIHS1,1,8,0,0.5,0.5
I27,0,0,1,0.75,0.25
TgWhBufHS1,1,1,0,0.5,0.5
I28,0,0,1,0.75,0.25
ReWhBufHS1,1,1,0,0.5,0.5
I29,1,9,1,0.984375,0.015625
LdProgHS1,2,10,0,0.5,0.5
I30,0,8,1,0.9997711312025785,0.00022886879742145538
DumpIHS1,1,8,0,0.5,0.5
I265,0,0,43,0.5,0.5
I266,0,0,65,0.5,0.5
I263,0,0,48,0.5,0.5
I264,0,0,61,0.5,0.5
I271,0,0,20,0.5,0.5
I272,0,0,48,0.5,0.5
I284,0,0,48,0.5,0.5
I283,0,0,48,0.5,0.5
I282,0,0,46,0.5,0.5
I275,0,0,17,0.5,0.5
I274,0,0,52,0.5,0.5
I281,7,4,51,0.5,0.5
I280,7,3,46,0.5,0.5
I279,6,4,40,0.5,0.5
I278,6,4,28,0.5,0.5
I277,7,2,44,0.5,0.5
I276,8,3,45,0.5,0.5
I269,0,0,34,0.5,0.5
I267,0,0,43,0.5,0.5
I345,0,0,11,0.25,0.75
I344,0,0,11,0.75,0.25
I326,0,0,44,0.75,0.25
I327,0,0,46,0.25,0.75
I624,2,9,10,0.875,0.125
I625,9,2,10,0.125,0.875
I495,6,6,14,0.25,0.75
I494,6,6,14,0.75,0.25
I512,2,5,29,0.75,0.25
I513,5,2,29,0.25,0.75
I509,5,3,43,0.25,0.75
I508,3,5,33,0.75,0.25
I570,3,9,24,0.75,0.25
I571,9,3,37,0.25,0.75
I330,0,0,48,0.375,0.625
I331,0,0,48,0.625,0.375
I440,2,9,2,0.9375,0.0625
I441,9,2,2,0.0625,0.9375
I505,11,3,47,0.125,0.875
I504,3,11,47,0.875,0.125
I338,0,0,29,0.765625,0.234375
I339,0,0,29,0.234375,0.765625
I343,14,0,22,0.0009765625,0.9990234375
I342,0,14,22,0.9990234375,0.0009765625
I425,9,1,21,0.0625,0.9375
I424,1,9,21,0.9375,0.0625
