Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
g33046,0,5,44,0.585326010053346,0.41467398994665405
g5057,1,5,57,0.5,0.5
g34441,0,5,6,0.5637821406126022,0.43621785938739777
g2771,1,5,25,0.5,0.5
g33982,0,5,33,0.573256000344206,0.426743999655794
g1882,1,5,28,0.5,0.5
g25751,0,2,68,0.662109375,0.337890625
g6462,1,3,67,0.5,0.5
g34007,0,5,33,0.573256000344206,0.426743999655794
g2299,1,6,40,0.5,0.5
g24276,0,6,17,0.5679931640625,0.4320068359375
g4040,1,7,61,0.5,0.5
g30381,0,5,20,0.5667300000786781,0.43326999992132187
g2547,1,5,21,0.5,0.5
g640,2,2,55,0.5,0.5
g559,3,3,83,0.5,0.5
g31877,0,6,129,0.5953981537604704,0.40460184623952955
g3017,1,7,133,0.5,0.5
g30405,0,5,43,0.56488037109375,0.43511962890625
g3243,1,6,45,0.5,0.5
g25604,0,5,22,0.5679931640625,0.4320068359375
g452,1,5,74,0.5,0.5
g25607,0,5,19,0.5679931640625,0.4320068359375
g464,1,5,21,0.5,0.5
g30416,0,4,46,0.5638275146484375,0.4361724853515625
g3542,1,5,48,0.5,0.5
g30466,0,5,32,0.56488037109375,0.43511962890625
g5232,1,5,34,0.5,0.5
g25736,0,5,35,0.57275390625,0.42724609375
g5813,1,6,59,0.5,0.5
g34617,0,1,44,0.562775868553394,0.437224131446606
g2907,1,2,87,0.5,0.5
g33974,0,5,27,0.573256000344206,0.426743999655794
g1744,1,6,35,0.5,0.5
g30505,0,4,43,0.5638275146484375,0.4361724853515625
g5909,1,5,45,0.5,0.5
g33554,0,5,18,0.5767630219522664,0.42323697804773364
g1802,1,5,61,0.5,0.5
g30432,0,4,49,0.566162109375,0.433837890625
g3554,1,5,51,0.5,0.5
g33064,0,5,20,0.5869586428269358,0.4130413571730642
g6219,1,5,38,0.5,0.5
g34881,0,5,155,0.6093750001524597,0.3906249998475403
g807,1,5,64,0.5,0.5
g6027,8,8,23,0.5,0.5
g6031,9,9,46,0.5,0.5
g24216,0,5,48,0.5679931640625,0.4320068359375
g847,1,5,88,0.5,0.5
g24232,0,1,70,0.439453125,0.560546875
g976,1,2,69,0.5,0.5
