Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
655,1,1,487,0.5,0.5
665,2,2,415,0.5,0.5
670,1,1,490,0.5,0.5
679,2,2,425,0.5,0.5
683,1,1,417,0.5,0.5
686,2,2,426,0.5,0.5
690,1,1,357,0.5,0.5
699,1,1,417,0.5,0.5
702,2,2,426,0.5,0.5
706,1,1,490,0.5,0.5
715,1,1,487,0.5,0.5
724,2,2,418,0.5,0.5
727,1,1,488,0.5,0.5
736,2,2,418,0.5,0.5
740,1,1,489,0.5,0.5
749,2,2,418,0.5,0.5
753,1,1,488,0.5,0.5
763,2,2,415,0.5,0.5
768,3,2,33,0.25,0.75
769,2,2,935,0.5,0.5
772,1,1,460,0.5,0.5
779,2,2,937,0.5,0.5
782,1,1,607,0.5,0.5
786,2,2,397,0.5,0.5
793,2,3,919,0.75,0.25
794,2,2,606,0.5,0.5
798,1,1,398,0.5,0.5
803,2,2,918,0.5,0.5
820,2,2,920,0.5,0.5
821,1,1,477,0.5,0.5
825,2,2,943,0.5,0.5
829,2,3,660,0.75,0.25
832,2,2,937,0.5,0.5
835,3,2,659,0.25,0.75
836,1,1,938,0.5,0.5
839,2,2,413,0.5,0.5
842,2,2,852,0.5,0.5
845,1,1,641,0.5,0.5
848,2,2,852,0.5,0.5
851,1,1,920,0.5,0.5
854,2,2,852,0.5,0.5
858,1,1,919,0.5,0.5
861,2,2,921,0.5,0.5
864,1,1,920,0.5,0.5
867,2,2,921,0.5,0.5
870,2,2,921,0.5,0.5
874,1,1,451,0.5,0.5
877,1,1,854,0.5,0.5
880,1,1,923,0.5,0.5
883,2,2,487,0.5,0.5
886,1,1,488,0.5,0.5
889,2,2,486,0.5,0.5
890,2,3,486,0.75,0.25
891,3,2,486,0.25,0.75
892,2,3,484,0.75,0.25
895,2,2,461,0.5,0.5
896,3,2,943,0.25,0.75
913,3,2,916,0.25,0.75
914,4,2,916,0.125,0.875
915,2,2,641,0.5,0.5
916,2,2,918,0.5,0.5
917,1,1,600,0.5,0.5
920,2,2,309,0.5,0.5
923,1,1,310,0.5,0.5
926,1,1,422,0.5,0.5
929,1,1,422,0.5,0.5
932,1,1,422,0.5,0.5
935,1,1,422,0.5,0.5
938,1,1,412,0.5,0.5
941,1,1,412,0.5,0.5
944,1,1,412,0.5,0.5
947,1,1,412,0.5,0.5
950,1,1,425,0.5,0.5
953,1,1,44,0.5,0.5
956,1,1,854,0.5,0.5
959,1,1,39,0.5,0.5
962,1,1,923,0.5,0.5
965,1,1,411,0.5,0.5
1067,2,4,31,0.625,0.375
1117,4,2,918,0.25,0.75
1179,4,2,459,0.25,0.75
1196,4,3,918,0.25,0.75
1197,4,2,639,0.25,0.75
1202,4,5,913,0.34375,0.65625
1219,4,2,916,0.25,0.75
1250,3,7,4,0.875,0.125
1251,3,2,44,0.25,0.75
1252,3,2,44,0.25,0.75
1253,3,2,44,0.25,0.75
1254,3,2,44,0.25,0.75
1255,3,2,44,0.25,0.75
1256,3,2,44,0.25,0.75
1257,3,2,44,0.25,0.75
1258,3,2,44,0.25,0.75
1259,2,2,421,0.5,0.5
1260,2,2,421,0.5,0.5
1261,2,2,421,0.5,0.5
1262,2,2,421,0.5,0.5
1263,5,3,403,0.25,0.75
1264,5,3,395,0.25,0.75
1267,3,2,415,0.25,0.75
1268,2,2,41,0.5,0.5
1271,2,2,43,0.5,0.5
1272,2,2,38,0.5,0.5
1273,2,2,413,0.5,0.5
1276,2,2,415,0.5,0.5
1279,1,1,460,0.5,0.5
1298,2,2,458,0.5,0.5
1302,2,2,474,0.5,0.5
1306,3,5,656,0.625,0.375
1315,2,6,933,0.875,0.125
1322,2,4,933,0.75,0.25
1325,2,5,394,0.875,0.125
1328,5,2,30,0.125,0.875
1331,4,2,91,0.25,0.75
1334,1,1,38,0.5,0.5
1337,5,2,450,0.125,0.875
1338,7,3,847,0.125,0.875
1339,2,2,853,0.5,0.5
1340,3,7,410,0.875,0.125
1343,7,3,916,0.125,0.875
1344,2,2,922,0.5,0.5
1345,3,3,847,0.5,0.5
1346,3,3,850,0.5,0.5
1347,3,3,846,0.5,0.5
1348,3,3,637,0.5,0.5
1349,3,3,916,0.5,0.5
1350,3,3,919,0.5,0.5
1351,3,3,915,0.5,0.5
1352,3,3,912,0.5,0.5
1353,4,2,485,0.25,0.75
1358,2,4,485,0.75,0.25
1363,2,3,484,0.75,0.25
1366,4,3,486,0.25,0.75
1369,1,1,477,0.5,0.5
1384,2,2,943,0.5,0.5
1401,3,4,871,0.75,0.25
1402,3,4,871,0.75,0.25
1403,3,4,871,0.75,0.25
1404,3,4,663,0.75,0.25
1405,3,4,940,0.75,0.25
1406,3,4,940,0.75,0.25
1407,3,4,940,0.75,0.25
1408,3,4,914,0.75,0.25
1409,6,2,916,0.125,0.875
1426,4,3,936,0.25,0.75
1427,4,3,659,0.25,0.75
1452,2,6,602,0.875,0.125
1459,2,2,599,0.5,0.5
1460,2,2,410,0.5,0.5
1461,4,2,307,0.25,0.75
1464,2,4,274,0.75,0.25
1467,2,2,411,0.5,0.5
1468,2,2,411,0.5,0.5
