Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
U62,0,19,1,0.52734375,0.47265625
ACKOUT_REG,1,20,0,0.5,0.5
U57,26,37,2102,0.64453125,0.35546875
STATE_REG_2_,27,38,2183,0.5,0.5
U56,27,43,1745,0.538330078125,0.461669921875
STATE_REG_1_,28,44,2182,0.5,0.5
U55,50,26,1983,0.41015625,0.58984375
STATE_REG_0_,51,27,2183,0.5,0.5
U59,45,25,1,0.5263671875,0.4736328125
CC_MUX_REG_2_,46,26,0,0.5,0.5
U58,62,21,1,0.263671875,0.736328125
CC_MUX_REG_1_,63,22,0,0.5,0.5
U61,0,75,1,0.8203125,0.1796875
USCITE_REG_2_,1,76,0,0.5,0.5
U60,76,0,1,0.24609375,0.75390625
USCITE_REG_1_,77,1,0,0.5,0.5
ENABLE_COUNT_REG,1,20,0,0.5,0.5
U90,61,26,2010,0.25,0.75
U89,106,27,2009,0.125,0.875
U54,59,50,1983,0.34375,0.65625
U78,26,0,2033,0.375,0.625
U82,114,27,1745,0.125,0.875
U81,54,0,1772,0.125,0.875
U72,91,0,1772,0.0625,0.9375
U66,44,0,1772,0.25,0.75
U80,37,26,2102,0.3125,0.6875
U79,73,0,2128,0.0625,0.9375
U88,59,27,56,0.25,0.75
U69,78,27,56,0.25,0.75
U92,44,28,55,0.375,0.625
U91,28,0,83,0.25,0.75
U86,37,26,29,0.3125,0.6875
U70,73,28,27,0.125,0.875
U85,94,0,55,0.125,0.875
U76,74,27,51,0.25,0.75
U75,75,0,1,0.125,0.875
U84,19,0,1,0.4375,0.5625
U83,115,0,1,0.0625,0.9375
U63,19,66,1,0.875,0.125
U64,44,28,2182,0.5,0.5
U65,0,0,2166,0.5,0.5
U67,38,27,2183,0.5,0.5
U68,27,51,1838,0.5,0.5
U71,0,44,39,0.75,0.25
U73,27,78,2037,0.75,0.25
U74,28,73,2128,0.875,0.125
U77,75,26,2140,0.25,0.75
U87,51,0,99,0.25,0.75
