Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
G60,0,1,67,0.75,0.25
G10,1,2,107,0.5,0.5
G61,0,4,89,0.75390625,0.24609375
G11,1,5,77,0.5,0.5
G62,0,9,63,0.75051449239254,0.24948550760746002
G12,1,8,101,0.5,0.5
G69,0,5,22,0.7515539741143584,0.24844602588564157
G13,1,5,83,0.5,0.5
G79,0,8,102,0.75390625,0.24609375
G14,1,9,114,0.5,0.5
G84,0,12,105,0.769287109375,0.230712890625
G15,1,13,132,0.5,0.5
G89,0,3,44,0.675506591796875,0.324493408203125
G16,1,4,97,0.5,0.5
G96,0,8,80,0.7686205804347992,0.2313794195652008
G17,1,9,85,0.5,0.5
G101,0,12,23,0.7542934417724609,0.24570655822753906
G18,1,13,83,0.5,0.5
G106,0,10,70,0.7905439976602793,0.20945600233972073
G19,1,11,52,0.5,0.5
G115,0,12,14,0.8000071048736572,0.19999289512634277
G20,1,13,66,0.5,0.5
G127,0,9,26,0.7518028765916824,0.24819712340831757
G21,1,8,101,0.5,0.5
G137,0,4,61,0.750244140625,0.249755859375
G22,1,5,62,0.5,0.5
G167,2,6,85,0.7888565063476562,0.21114349365234375
G23,3,7,105,0.5,0.5
G173,2,7,81,0.7979290783405304,0.2020709216594696
G24,3,8,100,0.5,0.5
G179,3,6,57,0.769061803817749,0.23093819618225098
G25,4,7,70,0.5,0.5
G183,5,5,81,0.43144093610766276,0.5685590638923372
G26,6,6,100,0.5,0.5
G188,3,4,77,0.5328389112837613,0.46716108871623874
G27,4,5,95,0.5,0.5
G194,2,8,53,0.8416423797607422,0.1583576202392578
G28,3,9,65,0.5,0.5
G200,0,0,32,0.71875,0.28125
G29,1,1,71,0.5,0.5
G206,0,0,82,0.71875,0.28125
G30,1,1,100,0.5,0.5
I359,0,0,23,0.5,0.5
I362,0,0,83,0.5,0.5
I351,0,0,33,0.5,0.5
G83,2,1,76,0.5,0.5
G107,5,1,108,0.5,0.5
G65,8,1,102,0.5,0.5
G136,8,1,28,0.5,0.5
G184,8,1,91,0.5,0.5
G124,13,1,47,0.5,0.5
G135,13,1,71,0.5,0.5
G163,13,1,89,0.5,0.5
G72,5,1,46,0.5,0.5
G177,5,1,101,0.5,0.5
G131,8,1,102,0.5,0.5
G140,8,1,85,0.5,0.5
G172,8,1,91,0.5,0.5
G90,9,1,107,0.5,0.5
G145,5,1,63,0.5,0.5
G122,1,1,100,0.5,0.5
G208,1,1,82,0.5,0.5
G85,13,1,102,0.5,0.5
I285,7,3,0,0.5,0.5
G168,7,3,105,0.5,0.5
G94,4,1,97,0.5,0.5
I288,8,3,0,0.5,0.5
G174,8,3,95,0.5,0.5
G116,9,1,121,0.5,0.5
G180,7,4,75,0.5,0.5
I340,7,4,0,0.5,0.5
G104,13,1,109,0.5,0.5
G157,13,1,88,0.5,0.5
I343,6,6,0,0.5,0.5
G112,11,1,104,0.5,0.5
I365,5,4,0,0.5,0.5
G195,9,3,65,0.5,0.5
I368,9,3,0,0.5,0.5
G141,1,1,85,0.5,0.5
G202,1,1,32,0.5,0.5
G211,0,0,65,0.5,0.5
G212,0,0,83,0.5,0.5
G205,0,0,33,0.5,0.5
G147,3,7,0,0.5,0.5
G148,3,8,0,0.5,0.5
G198,4,7,0,0.5,0.5
G199,6,6,0,0.5,0.5
I268,1,11,90,0.5,0.5
G56,11,1,90,0.5,0.5
G213,4,5,0,0.5,0.5
G214,3,9,0,0.5,0.5
G59,0,0,88,0.5,0.5
G207,0,0,83,0.5,0.5
G201,0,0,33,0.5,0.5
G126,0,0,26,0.5,0.5
G193,2,3,58,0.50048828125,0.49951171875
G189,3,2,79,0.49951171875,0.50048828125
G77,1,7,92,0.75,0.25
G80,1,16,109,0.875,0.125
G155,1,12,87,0.875,0.125
G78,2,2,91,0.75,0.25
G39,1,7,35,0.75,0.25
G170,5,2,96,0.75,0.25
G176,1,9,87,0.75,0.25
G40,1,9,35,0.75,0.25
G156,1,6,87,0.875,0.125
G171,8,2,93,0.75,0.25
G35,1,14,86,0.9375,0.0625
G76,1,13,92,0.875,0.125
G81,2,2,108,0.75,0.25
G82,5,2,105,0.75,0.25
G86,16,1,108,0.125,0.875
G87,10,2,107,0.5625,0.4375
G169,1,7,100,0.75,0.25
G175,1,7,87,0.75,0.25
G47,1,14,108,0.75,0.25
G55,1,14,100,0.75,0.25
G181,1,17,62,0.875,0.125
G54,1,8,100,0.75,0.25
G46,6,2,103,0.75,0.25
G196,1,8,60,0.75,0.25
G210,0,1,82,0.75,0.25
G204,0,1,32,0.75,0.25
G142,1,7,79,0.75,0.25
G138,1,12,64,0.96875,0.03125
G143,1,12,61,0.96875,0.03125
G123,14,1,65,0.0625,0.9375
G34,1,2,64,0.53125,0.46875
G36,1,2,109,0.53125,0.46875
G38,1,2,35,0.53125,0.46875
G93,1,3,46,0.765625,0.234375
G99,1,3,87,0.765625,0.234375
G103,1,3,34,0.765625,0.234375
G110,1,3,83,0.765625,0.234375
G120,1,3,25,0.765625,0.234375
G91,1,14,50,0.75,0.25
G92,1,15,46,0.96875,0.03125
