Wire,Controllability0,Controllability1,Observability,Prob0,Prob1
U203,100,100,2000,0.5,0.5
STATO_REG_0_,100,100,51500,0.5,0.5
U217,250,248,9818,0.5530276389975277,0.4469723610024723
CODA0_REG_2_,251,249,50128,0.5,0.5
U216,210,251,18708,0.6019846431643362,0.3980153568356638
CODA0_REG_1_,211,252,50501,0.5,0.5
U215,247,299,19167,0.6264631452477405,0.3735368547522595
CODA0_REG_0_,248,300,50712,0.5,0.5
U214,250,447,49604,0.577506141080932,0.422493858919068
CODA1_REG_2_,251,448,50576,0.5,0.5
U213,237,440,49966,0.577506141080932,0.422493858919068
CODA1_REG_1_,238,441,50945,0.5,0.5
U212,237,465,50178,0.577506141080932,0.422493858919068
CODA1_REG_0_,238,466,51162,0.5,0.5
U211,242,610,50056,0.577506141080932,0.422493858919068
CODA2_REG_2_,243,611,51028,0.5,0.5
U210,218,601,50421,0.577506141080932,0.422493858919068
CODA2_REG_1_,219,602,51400,0.5,0.5
U209,248,659,50646,0.577506141080932,0.422493858919068
CODA2_REG_0_,249,660,51630,0.5,0.5
U208,240,800,50565,0.6754201494145491,0.3245798505854509
CODA3_REG_2_,241,801,50788,0.5,0.5
U207,252,842,50937,0.6754201494145491,0.3245798505854509
CODA3_REG_1_,253,843,51172,0.5,0.5
U206,217,865,51167,0.6754201494145491,0.3245798505854509
CODA3_REG_0_,218,866,51394,0.5,0.5
U229,218,673,17699,0.69134521484375,0.30865478515625
GRANT_REG_3_,219,674,17837,0.5,0.5
U230,262,766,18197,0.69134521484375,0.30865478515625
GRANT_REG_2_,263,767,18338,0.5,0.5
U231,226,710,17698,0.69134521484375,0.30865478515625
GRANT_REG_1_,227,711,17835,0.5,0.5
U232,259,956,18096,0.69134521484375,0.30865478515625
GRANT_REG_0_,260,957,18248,0.5,0.5
U233,110,729,17524,0.5625,0.4375
GRANT_O_REG_3_,111,730,17700,0.5,0.5
U234,121,828,18019,0.5625,0.4375
GRANT_O_REG_2_,122,829,18200,0.5,0.5
U235,103,763,17524,0.5625,0.4375
GRANT_O_REG_1_,104,764,17700,0.5,0.5
U236,120,1017,17920,0.5625,0.4375
GRANT_O_REG_0_,121,1018,18100,0.5,0.5
U237,68,67,21351,0.5625,0.4375
RU3_REG,69,68,51857,0.5,0.5
U205,147,147,10229,0.5625,0.4375
FU1_REG,148,148,51412,0.5,0.5
U238,146,146,50036,0.5625,0.4375
FU3_REG,147,147,51686,0.5,0.5
U204,68,67,15394,0.5625,0.4375
RU1_REG,69,68,15393,0.5,0.5
U239,68,67,50329,0.5625,0.4375
RU4_REG,69,68,51858,0.5,0.5
U240,147,147,49967,0.5625,0.4375
FU2_REG,148,148,51617,0.5,0.5
U241,147,147,50128,0.5625,0.4375
FU4_REG,148,148,51778,0.5,0.5
U242,68,67,50168,0.5625,0.4375
RU2_REG,69,68,51697,0.5,0.5
STATO_REG_1_,100,100,51224,0.5,0.5
U223,174,191,51133,0.42012977600097656,0.5798702239990234
U218,100,100,51224,0.5,0.5
U201,81,272,52018,0.7100648880004883,0.2899351119995117
U202,77,268,51764,0.7100648880004883,0.2899351119995117
U222,167,69,15394,0.25,0.75
U292,100,0,15463,0.25,0.75
U291,248,100,10298,0.25,0.75
U290,1040,191,51220,0.21006488800048828,0.7899351119995117
U289,865,53,51358,0.14496755599975586,0.8550324440002441
U288,1017,191,50998,0.21006488800048828,0.7899351119995117
U287,842,61,51128,0.14496755599975586,0.8550324440002441
U286,975,191,50614,0.21006488800048828,0.7899351119995117
U285,800,49,50756,0.14496755599975586,0.8550324440002441
U283,703,61,50890,0.14496755599975586,0.8550324440002441
U282,1064,53,50898,0.14496755599975586,0.8550324440002441
U284,834,191,50760,0.21006488800048828,0.7899351119995117
U280,661,56,50673,0.14496755599975586,0.8550324440002441
U279,1070,61,50668,0.14496755599975586,0.8550324440002441
U281,776,191,50538,0.21006488800048828,0.7899351119995117
U277,610,49,50304,0.14496755599975586,0.8550324440002441
U276,1022,57,50296,0.14496755599975586,0.8550324440002441
U278,785,191,50162,0.21006488800048828,0.7899351119995117
U274,541,62,50440,0.14496755599975586,0.8550324440002441
U273,922,71,50431,0.14496755599975586,0.8550324440002441
U275,640,191,50311,0.21006488800048828,0.7899351119995117
U271,505,65,50229,0.14496755599975586,0.8550324440002441
U270,868,75,50219,0.14496755599975586,0.8550324440002441
U272,613,188,50106,0.21006488800048828,0.7899351119995117
U268,469,56,49856,0.14496755599975586,0.8550324440002441
U267,848,61,49851,0.14496755599975586,0.8550324440002441
U269,622,191,49721,0.21006488800048828,0.7899351119995117
U265,707,62,19426,0.14496755599975586,0.8550324440002441
U264,402,68,19420,0.07248377799987793,0.9275162220001221
U266,474,191,19297,0.21006488800048828,0.7899351119995117
U262,541,40,18956,0.14496755599975586,0.8550324440002441
U261,339,57,18939,0.1087256669998169,0.8912743330001831
U263,426,191,18805,0.21006488800048828,0.7899351119995117
U259,653,53,10090,0.14496755599975586,0.8550324440002441
U258,340,81,10062,0.18120944499969482,0.8187905550003052
U260,423,191,9952,0.21006488800048828,0.7899351119995117
